"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"15516 LANKFORD HIGHWAY","","","","25","Ground water","16075 Lankford Highway
Apt. 501
CAPE CHARLES, VA 23310","","","Northampton"
"17 SOUTH","","","","50","Ground water","851 Warings Mill Road
P. O. BOX 27
CARET, VA 22436","","","Essex"
"19606 CARSON ROAD","","","","80","Ground water","7022 Boydton Plank Road
NORTH DINWIDDIE, VA 23803","804-605-0049","","Dinwiddie"
"208 VARIETY STORE","","","","252","Ground water","6274 Courthouse Road
SPOTSYLVANIA, VA 22551","540-895-5444","","Spotsylvania"
"21 GROCERY AND VALLEY DINER, LLC","","","","75","Ground water","9345 Elk Creek Parkway
ELK CREEK, VA 24326","276-655-4780","","Grayson"
"25345 LANKFORD HIGHWAY (HAPPY BUFFET)","","","","100","Ground water","25345 LANKFORD HIGHWAY
ONLEY, VA 23418","917-660-0033","","Accomack"
"2864 PRUDEN BOULEVARD","","","","25","Ground water","409 Woodards Ford Road
CHESAPEAKE, VA 23322","757-675-8574","SUFFOLK",""
"302 MAIN STREET","","","","32","Ground water","P.O. Box 81
10571 Buckley Hall Road
MATTHEWS, VA 23109","804-725-5728","","Mathews"
"384 OLD FERRY ROAD","","","","110","Ground water","50 Brickbat Road
P.O. Box 839
MATHEWS, VA 23109","","","Mathews"
"4114 LANKFORD HIGHWAY","","","","50","Ground water","5032 Rouse Drive
VIRGINIA BEACH, VA 23462","757-490-9264","","Accomack"
"460 CAFE AND FARMERS MARKET","","","","50","Ground water","302 RIDGELAND DRIVE
SMITHFIELD, VA 23430","717-599-9933","","Southampton"
"4F, LLC","","","","70","Ground water","4F, LLC
395 REAS FORD ROAD
EARLYSVILLE, VA 22936","434-973-0661","","Albemarle"
"501 EZN","","","","100","Ground water","
P.O.BOX 1368
BROOKNEAL, VA 24528","434-376-3220","","Campbell"
"501 TRAILER COURT","","","","290","Ground water","6080 Campbell Highway
LYNCHBURG, VA 24501","434-846-5642","","Campbell"
"605 PRINCESS ANNE ROAD","","","","45","Ground water","5689 Morris Neck Road
VIRGINIA BEACH, VA 23457","757-426-6459","VIRGINIA BEACH",""
"A & N ELECTRIC COOPERATIVE","","","","35","Ground water","21275 Cooperative Way
POB 290
TASLEY, VA 23441","757-787-9777","","Accomack"
"A. R. E. CAMP TES","","","","75","Ground water","215 67th St
VIRGINIA BEACH, VA 23451-2061","276-686-8493","","Smyth"
"ABB POWER T & D COMPANY, INC.","","","","430","Ground water","171 Industry Dr.
BLAND, VA 24315","276-688-3325","","Bland"
"ABC PRESCHOOL OF ARBOR BAPTIST CHURCH","","","","40","Ground water","ABC Preschool of Arbor Baptist Church
P.O. Box 838
AMELIA, VA 23002","804-561-1525","","Amelia"
"ABUNDANT LOVE CHILD DEVELOPMENT CENTER","","","","45","Ground water","Abundant Love Child Development Center
1543 Holly Grove Drive
BUMPASS, VA 23024","804-556-6810","","Louisa"
"ACCAWMACKE ELEMENTARY SCHOOL","","","","634","Ground water","23325 School Street
P.O. Box 330
ACCOMAC, VA 23301","757-787-7339","","Accomack"
"ACCELERATED PROPERTIES, INC.","","","","33","Ground water","39 Monette Parkway
SMITHFIELD, VA 23430","757-542-3860","","Isle of Wight"
"ACCOMAC AREA HEADQUARTERS","","","","40","Ground water","5032 Rouse Drive
VIRGINIA BEACH, VA 23462","757-490-9264","","Accomack"
"ACCOMAC RESIDENCY OFFICE","","","","36","Ground water","5032 Rouse Drive
VIRGINIA BEACH, VA 23462","757-490-9264","","Accomack"
"ACCOMACK COUNTY HEALTH DEPT","","","","95","Ground water","24401 Joynes Neck Road
P.O. Box 476
ACCOMAC, VA 23301","757-787-1468","","Accomack"
"ACCOMACK COUNTY INDUSTRIAL PK","","","","92","Ground water","24401 Joynes Neck Road
P.O. Box 476
ACCOMAC, VA 23301","757-787-1468","","Accomack"
"ACCOMACK COUNTY OFFICE BUILDINGS","","","","400","Ground water","24401 Joynes Neck Road
P.O. Box 476
ACCOMAC, VA 23301","757-787-1468","","Accomack"
"ACCOMACK MANOR","","","","155","Ground water","26463 METOMPKIN ROAD
PARKSLEY, VA 23421","757-665-5848","","Accomack"
"ACCOMACK SOCIAL SERVICES","","","","93","Ground water","24401 Joynes Neck Road
P.O. Box 476
ACCOMAC, VA 23301","757-787-1468","","Accomack"
"ACCOVAC ADVENT CHRISTIAN CAMP","","","","96","Ground water","33021 Mountain Valley Road
MILLBORO, VA 24460","540-997-5295","","Bath"
"ACHSAH ACRES","","","","75","Ground water","2414 Granite Ridge Road
ROCKVILLE, VA 23146","804-749-8868","","Madison"
"ACQUINTON/HAMILTON HOLMES","","","","1,760","Ground water","
P. O. BOX 185
KING WILLIAM, VA 23086","804-769-3739","","King William"
"ACSA CROZET","","","","10,015","Surface water purchased","168 Spotnap Road
CHARLOTTESVILLE, VA 22911-8690","434-977-4511","","Albemarle"
"ACSA RED HILL","","","","240","Ground water","168 Spotnap Road
CHARLOTTESVILLE, VA 22911-8690","434-977-4511","","Albemarle"
"ACSA SCOTTSVILLE","","","","713","Surface water purchased","168 Spotnap Road
CHARLOTTESVILLE, VA 22911-8690","434-977-4511","","Albemarle"
"ACSA URBAN AREA","","","","67,293","Surface water purchased","168 Spotnap Road
CHARLOTTESVILLE, VA 22911-8690","434-977-4511","","Albemarle"
"ADAMS GROVE","","","","33","Ground water","621 OLDHAMS ROAD
P. O. BOX 1150
WARSAW, VA 22572","804-333-9353","","Westmoreland"
"ADAMS INTERNATIONAL SCHOOL","","","","40","Ground water","Adams International School
P. O. Box 217
OILVILLE, VA 23129","804-784-0141","","Goochland"
"ADESA WASHINGTON DC","","","","178","Ground water","43375 Old Ox Road
DULLES, VA 20166","703-996-1100","","Loudoun"
"ADVANCING NATIVE MISSIONS","","","","50","Ground water","10460 Critzers Shop Rd
P.O. Box 29
AFTON, VA 22920","540-456-7111","","Nelson"
"ADVENTURE LINKS AT HEMLOCK PARK","","","","163","Ground water","13220 Yates Ford Road
CLIFTON, VA 20124","571-281-3556","","Fairfax"
"AEROJET ROCKETDYNE","","","","300","Ground water","7499 PINE STAKE ROAD
CULPEPER, VA 22701","540-854-2037","","Orange"
"AGRI-BUSINESS INDUSTRIAL PARK","","","","156","Ground water","26022 ADMINISTRATION CENTER DRIVE
P. O. BOX 400
COURTLAND, VA 23837","757-653-3015","","Southampton"
"AGRI-CIVIC CENTER","","","","70","Ground water","26022 ADMINISTRATION CENTER DRIVE
P. O. BOX 400
COURTLAND, VA 23837","757-653-3015","","Southampton"
"AIRLIE FOUNDATION","","","","300","Ground water","6809 AIRLIE ROAD
WARRENTON, VA 20187","540-341-3267","","Fauquier"
"AL MADINA SCHOOL","","","","165","Ground water","10700 Academy Drive
MIDLOTHIAN, VA 23112","804-330-4888","","Chesterfield"
"ALBERTA, TOWN OF","","","","300","Surface water purchased","400 North Main Street
LAWRENCEVILLE, VA 23868","434-848-2414","","Brunswick"
"ALDIE ELEMENTARY SCHOOL","","","","106","Ground water","LOUDOUN COUNTY PUBLIC SCHOOLS
1002 C SYCOLIN ROAD
LEESBURG, VA 20175","571-252-2976","","Loudoun"
"ALDIE WATER COMPANY","","","","70","Ground water","PO Box 163
ALDIE, VA 20105","703-327-3430","","Loudoun"
"ALEXANDER WATER SYSTEM","","","","25","Ground water","10532 Buckley Hall Road
P. O. Box 1065
MATHEWS, VA 23109","804-301-4968","","Mathews"
"ALEXANDRIA, CITY OF","http://www.amwater.com/vaaw/working-with-us/water-quality-reports.html","","","146,970","Surface water purchased","2223 DUKE STREET
ALEXANDRIA, VA 22314","703-706-3864","ALEXANDRIA",""
"ALI'S MARKETPLACE","","","","100","Ground water","13338 South Constitution Route
SCOTTSVILLE, VA 24590","540-286-4280","","Buckingham"
"ALLEYS MOTEL","","","","124","Ground water","200 Rivers Bend Circle
CHESTER, VA 23836","571-466-9108","","Goochland"
"ALLIED PALLET COMPANY","","","","75","Ground water","7151 Poindexter Road
NEW KENT, VA 23124","804-966-5597","","New Kent"
"ALMOST THERE","","","","50","Ground water","6501 Richmond Hwy, Tapp VA 22560
P.O. Box 354
MILLER'S TAVERN, VA 23115","804-443-2622","","Essex"
"ALPINE CREST","","","","25","Ground water","P. O. Box 180
FANCY GAP, VA 24328","","","Carroll"
"ALTA MONS - DINING HALL","","","","100","Ground water","2842 CROCKETT SPRINGS ROAD
SHAWSVILLE, VA 24162","540-268-2409","","Montgomery"
"ALTA MONS - PEARMAN HOUSE","","","","100","Ground water","2842 CROCKETT SPRINGS ROAD
SHAWSVILLE, VA 24162","540-268-2409","","Montgomery"
"ALTA MONS CAMPGROUND AND RETREAT CENTER","","","","50","Ground water","2842 CROCKETT SPRINGS ROAD
SHAWSVILLE, VA 24162","540-268-2409","","Montgomery"
"ALTAVISTA, TOWN OF","","","","3,850","Surface water","510 SEVENTH STREET
P O BOX 420
ALTAVISTA, VA 24517","434-369-5001","","Campbell"
"ALTON PARK","","","","66","Ground water","1502 Brownlee Ave SE
ROANOKE, VA 24014","540-283-2978","","Franklin"
"ALY`S FAMILY RESTAURANT","","","","100","Ground water","3204 RINER ROAD
CHRISTIANSBURG, VA 24073","540-381-7800","","Montgomery"
"AMELIA COURTHOUSE","","","","3,100","Ground water","16360 Dunn Street, Suite 101
P. O. Box A
AMELIA COURT HOUSE, VA 23002","804-561-3039","","Amelia"
"AMELIA FAMILY CAMPGROUND","","","","25","Ground water","9650 Military Road
AMELIA, VA 23002","804-561-3011","","Amelia"
"AMELIA-NOTTOWAY VOCATIONAL CEN","","","","200","Ground water","AMELIA-NOTTOWAY VOCATIONAL CENTER
148 VOTECH ROAD
JETERSVILLE, VA 23083","804-561-2621","","Nottoway"
"AMERICAN HERITAGE RV PARK","","","","300","Ground water","146 Maxton Lane
WILLIAMSBURG, VA 23188","757-566-2133","","James City"
"AMERICAN HISTORYLAND MHP","","","","40","Ground water","3440 VASSAR DRIVE
KING GEORGE, VA 22485","540-775-3431","","King George"
"AMERICAN LEGION POST 74","","","","25","Ground water","3025 Louisa Road
KESWICK, VA 22947","434-977-1050","","Albemarle"
"AMERICAN MINE RESEARCH INC","","","","48","Ground water","P.O. BOX 234
ROCKY GAP, VA 24366","304-431-7170","","Bland"
