"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"10 THRU 16 HASTINGS STREET","","","","174","Ground water","63 TAFT AVENUE
MENDON, MA 01756","5084734420","MENDON","Worcester"
"10.0 ACADEMY / GYMNASTICS","","","","60","Ground water","650 GREAT ROAD
LITTLETON, MA 01460","9788978184","STOW","Middlesex"
"122 MAIN STREET","","","","30","Ground water","42 PACIFIC STREET
FITCHBURG, MA 01420","9785022664","CHARLEMONT","Franklin"
"1300 MASS AVE","","","","150","Ground water","160 FEDERAL STREET
BOSTON, MA 02110","9786212312","BOXBOROUGH","Middlesex"
"155 SWANSON RD   SYNQOR","","","","100","Ground water","1900 CROWN COLONY DRIVE, 4TH FLOOR
QUINCY, MA 02169","9788490600","BOXBOROUGH","Middlesex"
"159 SWANSON RD    SETRA SYSTEMS INC","","","","278","Ground water","1900 CROWN COLONY DRIVE
QUINCY, MA 02169","6178202219","BOXBOROUGH","Middlesex"
"1896 HOUSE BROOKSIDE","","","","34","Groundwater under influence of surface water","ROUTE 7
WILLIAMSTOWN, MA 01267","4134581896","WILLIAMSTOWN","Berkshire"
"1896 HOUSE PONDSIDE","","","","34","Groundwater under influence of surface water","ROUTE 7
WILLIAMSTOWN, MA 01267","4134581896","WILLIAMSTOWN","Berkshire"
"1896 HOUSE RESTAURANT","","","","34","Groundwater under influence of surface water","ROUTE 7
WILLIAMSTOWN, MA 01267","4134588125","WILLIAMSTOWN","Berkshire"
"19 INDUSTRIAL PARK ROAD","","","","25","Ground water","36 HORNE HOMESTEAD RD
CHARLTON, MA 01507","5085533838","OXFORD","Worcester"
"2 ALLEN ST PROFESSIONAL BLDG","","","","30","Ground water","7 W. COLONIAL ROAD
WILBRAHAM, MA 01095","4135663097","HAMPDEN","Hampden"
"28 HASTINGS ST CORP","","","","63","Ground water","PO BOX 100
MENDON, MA 01756","5085617935","MENDON","Worcester"
"330 CODMAN HILL ROAD","","","","150","Ground water","C/0 DANIEL SWEENEY
330 CODMAN HILL ROAD
BOXBOROUGH, MA 01719","9786212312","BOXBOROUGH","Middlesex"
"400 DUNSTABLE ROAD (PINE KNOLL)","","","","30","Ground water","C/O SHAOXIA JI
497 HIGHLAND AVENUE
MALDEN, MA 02148","7812758566","TYNGSBOROUGH","Middlesex"
"45 AND 49 UXBRIDGE ROAD","","","","30","Ground water","49 UXBRIDGE ROAD
MENDON, MA 01756","5084736000","MENDON","Worcester"
"4H CAMP HOWE INC","","","","160","Ground water","P.O. BOX 326
GOSHEN, MA 01032","4132687767","GOSHEN","Hampshire"
"60 AND 70 CODMAN HILL RD","","","","100","Ground water","6 KIMBALL LANE
SUITE 300
LYNNFIELD, MA 01940","7812133474","BOXBOROUGH","Middlesex"
"626 MAIN STREET","","","","25","Ground water","626 MAIN STREET
BOLTON, MA 01740","9787931419","BOLTON","Worcester"
"64 WORCESTER PROVIDENCE TURNPIKE","","","","250","Ground water","64 WORCESTER PROVIDENCE TPKE
SUTTON, MA 01590","5085814095","SUTTON","Worcester"
"7 WEST MAIN STREET","","","","45","Ground water","7B WEST MAIN STREET
ERVING, MA 01344","4135307649","ERVING","Franklin"
"7A FOODS","","","","250","Ground water","P.O. BOX 3117
WEST TISBURY, MA 02575","5086934636","TISBURY","Dukes"
"85 SWANSON RD LLC","","","","40","Ground water","C/O WINSTANLEY ENTERPRISES LLC
150 BAKER AVE. EXT - STE 303
CONCORD, MA 01742","9782875000","BOXBOROUGH","Middlesex"
"873 MAIN","","","","80","Ground water","341 MAYO ROAD
ASHBY, MA 01431","9783377534","ASHBY","Middlesex"
"90 MAIN EATERY","","","","50","Ground water","90 MAIN STREET
CHARLEMONT, MA 01339","4133390105","CHARLEMONT","Franklin"
"ABINGTON ICE AND SUPPLY CO.","","","","106","Ground water","495 CENTER AVE
ABINGTON, MA 02351","7813354484","ABINGTON","Plymouth"
"ABINGTON/ROCKLAND JOINT WTR. WORKS","","","","33,887","Surface water","366 CENTRE AVENUE
ROCKLAND, MA 02370","7818780901","ABINGTON","Plymouth"
"ACOAXET CLUB","","","","200","Ground water","152 HOWLAND RD
WESTPORT, MA 02790","5086366225","WESTPORT","Bristol"
"ACOAXET WATER COMPANY INC.","","","","40","Ground water","212 HOWLAND RD
WESTPORT, MA 02790","5089943322","WESTPORT","Bristol"
"ACTON INDOOR TENNIS / NASHOBA SPORTMANS","","","","150","Ground water","PETER SHANAHAN
908 MAIN STREET
ACTON, MA 01720","9782639059","ACTON","Middlesex"
"ACTON WATER SUPPLY DISTRICT","","","","20,890","Groundwater under influence of surface water","P.O. BOX 953
ACTON, MA 01720","9782639107","ACTON","Middlesex"
