"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"7D RANCH","","","","51","Ground water","P.O. BOX 100
CODY, WY 82414","307-587-3997","CODY","Park"
"A & J MOBILE HOME PARK","","","","100","Ground water","P.O. Box 1629
RIVERTON, WY 82501","307-857-7064","RIVERTON","Fremont"
"A BAR A RANCH","","","","200","Ground water","A BAR A RANCH
820 A BAR A ROAD
ENCAMPMENT, WY 82325","307-327-5454","ENCAMPMENT","Carbon"
"ABSAROKA MOUNTAIN LODGE","","","","65","Ground water","1231 North Fork Highway
CODY, WY 82414","307-587-3963","WAPITI","Park"
"ABSAROKA RANCH","","","","41","Ground water","P.O. BOX 929
DUBOIS, WY 82513","307-455-2275","DUBOIS","Fremont"
"AFTON, BOARD OF PUB UTILITIES","","","","1,818","Ground water","P.O. BOX 310
AFTON, WY 83110","307-885-9698","AFTON","Lincoln"
"AIR BASE ACRES IMPROVEMENT & SERVICE DIS","","","","215","Surface water purchased","336 West 15th
CASPER, WY 82601","307-234-7401","MILLS","Natrona"
"AKAL TRAVEL CENTER","","","","250","Ground water","168 Hunt Road
LARAMIE, WY 82070","303-517-0165","LARAMIE","Albany"
"ALADDIN, TOWN OF","","","","62","Ground water","P.O. BOX 2917
GILLETTE, WY 82717","307-299-3544","","Crook"
"ALBANY COUNTY LODGE","","","","250","Ground water","1148 State Highway 11
LARAMIE, WY 82070","307-745-5782","LARAMIE","Albany"
"ALBIN, TOWN OF","","","","181","Ground water","P.O. BOX 188
ALBIN, WY 82050","307-246-3386","ALBIN","Laramie"
"ALCOVA DAM TRAILER PARK","","","","7","Ground water","Box 2405
CASPER, WY 82602","307-237-1068","","Natrona"
"ALCOVA LAKEVIEW ESTATES I","","","","38","Ground water","3749 CATTLE TRAIL DRIVE
CASPER, WY 82604","307-267-1799","CASPER","Natrona"
"ALCOVA LAKEVIEW ESTATES II","","","","9","Ground water","3749 CATTLE TRAIL DRIVE
CASPER, WY 82604","307-267-1799","CASPER","Natrona"
"ALL SEASONS RV PARK","","","","5","Ground water","PO BOX 104 (1000 McIntosh Lane)
ROZET, WY 82727","307-660-2552","","Campbell"
