"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"100 MOUNTAIN VIEW ROAD PARK","","","","290","Surface water purchased","GARDEN HOMES MANAGEMENT
296 STATE ROUTE 295 APT B
CHATHAM, NY 12037","518-392-1424","BENNINGTON","Bennington"
"143-145 WINDRIDGE DRIVE","","","","51","Ground water","
PO BOX 1161
WILLISTON, VT 05495","802-734-1571","WILLISTON","Chittenden"
"16 MAIN STREET","","","","54","Ground water","
8 DALLAS DR
POUGHKEEPSIE, NY 12603","845-462-1800","ROCKINGHAM","Windham"
"1824 HOUSE","","","","178","Ground water","
2150 MAIN ST
WAITSFIELD, VT 05673","484-319-5850","WAITSFIELD","Washington"
"2354 MILL BROOK LLC","","","","56","Ground water","
15 JOHN HENRY DR
MONTVILLE, NJ 07045","973-879-6948","FAYSTON","Washington"
"24 MAIN STREET LIMITED","","","","224","Ground water","
605 SAXTONS RIVER ROAD
BELLOWS FALLS, VT 05101","802-869-2582","ROCKINGHAM","Windham"
"7 ELEVEN STORE NO 32511","","","","30","Ground water","
PO BOX 303
BONDVILLE, VT 05340","802-375-5183","WINHALL","Bennington"
"7 ELEVEN STORE NO 32512","","","","25","Ground water","
214 MEADOW STREET
PAWTUCKET, RI 02680","267-966-8624","DOVER","Windham"
"802 TOYOTA","","","","51","Ground water","
267 FISHER ROAD
BERLIN, VT 05602","802-224-7270","BERLIN","Washington"
"ABBEY PUB RESTAURANT","","","","180","Ground water","
6212 VT-ROUTE 105
ENOSBURG FALLS, VT 05450","802-933-4747","SHELDON","Franklin"
"ABBOTTS GLEN","","","","104","Ground water","
3542 VT RTE 112
JACKSONVILLE, VT 05342","802-368-7100","WHITINGHAM","Windham"
"ABEL MOUNTAIN CAMPGROUND","","","","510","Ground water","
354 MOBILE ACRES RD
BRAINTREE, VT 05060","802-728-5548","BRAINTREE","Orange"
"ADDISON COUNTY HOME HEALTH AND HOSPICE","","","","115","Ground water","
PO BOX 754
MIDDLEBURY, VT 05753","802-388-7259","NEW HAVEN","Addison"
"ADDISON COUNTY HOME HEALTH NEIGHBORS","","","","40","Ground water","
PO BOX 754
MIDDLEBURY, VT 05753","802-388-7259","NEW HAVEN","Addison"
"ADVANCED ILLUMINATION INC","","","","60","Ground water","GREEN MOUNTAIN ECONOMIC DEV CORP
35 RAILROAD ROW STE 101
WHITE RIVER JUNCTION, VT 05001","802-295-3710","ROCHESTER","Windsor"
"AERIE INN","","","","50","Ground water","
2977 MAD TOM ROAD
EAST DORSET, VT 05253","609-385-8265","DORSET","Bennington"
"AGRI-MARK WAITSFIELD","","","","180","Ground water","
193 HOME FARM WAY
WAITSFIELD, VT 05673","802-917-3645","WAITSFIELD","Washington"
"ALBANY COMMUNITY SCHOOL","","","","142","Ground water","ALBANY COMMUNITY SCHOOL
351 MAIN ST
ALBANY, VT 05820","802-755-6168","ALBANY","Orleans"
"ALBANY WATER SYSTEM","","","","200","Ground water","
PO BOX 311
ALBANY, VT 05820","802-755-6189","ALBANY","Orleans"
"ALBERT BRIDGE SCHOOL","","","","85","Ground water","ALBERT BRIDGE SCHOOL
PO BOX 88
BROWNSVILLE, VT 05037","802-484-3344","WEST WINDSOR","Windsor"
"ALBURG RV RESORT","","","","860","Ground water","
1 EVELYN LANE
SWANTON, VT 05488","802-796-3733","ALBURG","Grand Isle"
"ALBURGH BRIDGE JOLLEY","","","","25","Ground water","
PO BOX 671
ST ALBANS, VT 05478","802-527-0116","ALBURG","Grand Isle"
"ALBURGH FIRE DISTRICT 1","","","","87","Surface water","ALBURGH FIRE DISTRICT 1
28 CHRISTOPHER RD
ALBURGH, VT 05440","","ALBURG","Grand Isle"
"ALBURGH VILLAGE WATER SYSTEM","","","","576","Surface water","VILLAGE OF ALBURGH
1 NORTH MAIN ST SUITE 2
ALBURGH, VT 05440","802-796-3763","ALBURG","Grand Isle"
"ALLEN BROTHERS INC","","","","36","Ground water","
6023 US RT 5
WESTMINSTER, VT 05158","802-722-3395","WESTMINSTER","Windham"
"ALLIS STATE PARK","","","","168","Ground water","GIFFORD WOODS MAINTENANCE SHOP
515 RTE 100
KILLINGTON, VT 05751","802-777-2690","BROOKFIELD","Orange"
"ALOHA GIRLS CAMP","","","","200","Ground water","
2968 LAKE MOREY RD
FAIRLEE, VT 05045","802-333-3448","FAIRLEE","Orange"
"ALOHA HIVE CAMP","","","","185","Ground water","
2968 LAKE MOREY RD
FAIRLEE, VT 05045","802-333-3448","WEST FAIRLEE","Orange"
"ALOHA MIDDLEBROOK CAMPUS","","","","85","Ground water","
2968 LAKE MOREY RD
FAIRLEE, VT 05045","802-333-3448","WEST FAIRLEE","Orange"
"ALPEN MEADOWS","","","","112","Ground water","
PO BOX 181
LUDLOW, VT 05149","802-228-5575","LUDLOW","Windsor"
"ALPINE HAVEN","","","","250","Ground water","AHA WATER COOP
PO BOX 461
NEWPORT, VT 05855","570-906-0005","WESTFIELD","Orleans"
"ALPINE VALLEY RV PARK","","","","282","Ground water","
1111 MAIN ST
CONCORD, VT 05824","802-695-9933","CONCORD","Essex"
"ALTA GARDENS ESTATES","","","","147","Ground water","
6 NORTH POND RD
SOUTHWICK, MA 01077","860-402-2344","POWNAL","Bennington"
"AMEE FARM","","","","68","Ground water","
PO BOX 875
PITTSFIELD, VT 05762","802-282-3558","PITTSFIELD","Rutland"
"AMERICAN FLAT BREAD LAREAU FARM INN","","","","253","Ground water","
46 LAREAU RD
WAITSFIELD, VT 05673","802-496-8856","WAITSFIELD","Washington"
"AMERICAN LEGION POST 90","","","","201","Ground water","
63 WHITE BIRCH LANE
POWNAL, VT 05261","413-281-0211","POWNAL","Bennington"
"APPLE ISLAND RESORT","","","","900","Surface water","AIR DEVELOPMENT LLC
280 DAINES ST SUITE 300
BIRMINGHAM, MI 48009","248-594-6826","SOUTH HERO","Grand Isle"
"APPLE VALLEY INN CAFE","","","","71","Ground water","APPLE VALLEY INN & CAFE
979 ROUTE 7 SOUTH
BENNINGTON, VT 05201","802-442-6588","BENNINGTON","Bennington"
"APPLEGATE APARTMENTS","","","","273","Surface water purchased","
89 APPLEGATE DR
BENNINGTON, VT 05201","802-442-8818","BENNINGTON","Bennington"
"APPLEJACK ART PARTNERS INC","","","","75","Ground water","
PO BOX 6028
RUTLAND, VT 05702","802-362-3662","MANCHESTER","Bennington"
"AQUA HAVEN","","","","150","Ground water","
PO BOX 15
EAST HAVEN, VT 05837","802-467-8849","EAST HAVEN","Essex"
"ARCADY AT THE SUNDERLAND MOTOR LODGE","","","","52","Ground water","Unknown
UNKNOWN, VT 05602","914-410-0066","SUNDERLAND","Bennington"
"ARLINGTON WATER DEPT","","","","1,250","Ground water","
PO BOX 268
ARLINGTON, VT 05250","802-375-6474","ARLINGTON","Bennington"
"ARMED FORCES RESERVE CENTER","","","","115","Ground water","USAR 99TH REGIONAL SUPPORT COMMAND
5231 SOUTH SCOTT PLAZA
JOINT BASE MDL, NJ 08640","814-836-4722","HARTFORD","Windsor"
"ARMSTRONGS MHP","","","","45","Ground water","RANDOLPH AREA COMMUNITY DEVELOPMENT CORP
21 MAIN ST
RANDOLPH, VT 05060","802-728-4305","RANDOLPH","Orange"
"ARROWHEAD GOLF COURSE","","","","73","Ground water","
1700 WILLISTON RD
SOUTH BURLINGTON, VT 05403","802-355-7770","MILTON","Chittenden"
"ARROWHEAD INDUSTRIAL PARK","","","","224","Ground water","
175 YANKEE PARK ROAD
FAIRFAX, VT 05478","802-527-0177","GEORGIA","Franklin"
"ARTISAN COFFEE","","","","40","Ground water","
11 CABIN LANE
WATERBURY CENTER, VT 05677","802-244-8338","WATERBURY","Washington"
"ARTISTREE GALLERY","","","","263","Ground water","
PO BOX 158
S POMFRET, VT 05067","802-457-3500","POMFRET","Windsor"
"ASCUTNEY FD #2","","","","485","Ground water","ASCUTNEY FIRE DISTRICT NO 2
PO BOX 550
ASCUTNEY, VT 05030","802-674-2626","WEATHERSFIELD","Windsor"
"ASPEN MOTEL","","","","34","Ground water","
PO BOX 1905
MANCHESTER CTR, VT 05255","802-362-2450","MANCHESTER","Bennington"
"AUSTIN HILL INN","","","","82","Ground water","
11 NORTH HILLSIDE LANE
MONROE, CT 06468","203-524-2374","DOVER","Windham"
"AUSTRIAN HAUS","","","","168","Ground water","
PO BOX 335
W DOVER, VT 05356","802-464-3911","DOVER","Windham"
"BACK BEHIND STEAK SALOON","","","","115","Ground water","
PO BOX 502
KILLINGTON, VT 05751","860-305-2543","BRIDGEWATER","Windsor"
"BAKER DISTRIBUTING CORP","","","","50","Ground water","
PO BOX 50
N CLARENDON, VT 05759","802-773-3397","CLARENDON","Rutland"
"BAKERSFIELD COUNTRY CLUB","","","","165","Ground water","
PO BOX 3
EAST FAIRFIELD, VT 05448","802-827-3745","BAKERSFIELD","Franklin"
"BAKERSFIELD FIRE DISTRICT 1","","","","446","Ground water","
PO BOX 134
BAKERSFIELD, VT 05441","802-827-3289","BAKERSFIELD","Franklin"
"BALD MOUNTAIN CAMPGROUND","","","","784","Ground water","
1760 STATE FOREST RD
TOWNSHEND, VT 05353","802-365-7510","TOWNSHEND","Windham"
"BARN DAY CAMP","","","","136","Ground water","
401 FARM AND WILDERNESS RD
PLYMOUTH, VT 05056","802-422-3761","PLYMOUTH","Windsor"
"BARN RESTAURANT TAVERN","","","","85","Ground water","ABTEC INC
PO BOX 172
ARLINGTON, VT 05250","802-345-6827","PAWLET","Rutland"
"BARNARD ACADEMY","","","","92","Ground water","BARNARD ACADEMY
PO BOX 157
BARNARD, VT 05031","802-234-9763","BARNARD","Windsor"
"BARNARD GENERAL STORE","","","","158","Ground water","
PO 245
BARNARD, VT 05031","802-234-9688","BARNARD","Windsor"
"BARNARD INN","","","","86","Ground water","
PO BOX 244
BARNARD, VT 05031","802-234-9961","BARNARD","Windsor"
"BARNET FIRE DISTRICT #2","","","","205","Ground water","
306 CARTER ST
BARNET, VT 05821","802-633-3454","BARNET","Caledonia"
"BARNET SCHOOL DISTRICT","","","","225","Ground water","
163 KID ROW
BARNET, VT 05821","802-633-4978","BARNET","Caledonia"
"BARRE CITY WATER SYSTEM","","","","14,000","Surface water","
6 N MAIN ST
BARRE, VT 05641-4177","802-476-0250","BARRE CITY","Washington"
"BARRE COUNTRY CLUB","","","","192","Ground water","
141 SUNSET ROAD
BARRE, VT 05641","802-476-7658","PLAINFIELD","Washington"
"BARRE MONTPELIER SDA CHURCH","","","","64","Ground water","
PO BOX 88
E MONTPELIER, VT 05651","802-229-1153","BERLIN","Washington"
"BARRE TOWN WATER SYSTEM","","","","1,210","Surface water purchased","
PO BOX 116
WEBSTERVILLE, VT 05678","802-479-9331","BARRE TOWN","Washington"
"BARREWOOD CAMPGROUND","","","","102","Ground water","
3004 VT RTE 100
WESTFIELD, VT 05874","802-744-6340","WESTFIELD","Orleans"
"BARSTOW MEMORIAL SCHOOL","","","","250","Ground water","
223 CHITTENDEN RD
CHITTENDEN, VT 05737","802-773-6926","CHITTENDEN","Rutland"
"BARTON GOLF CLUB","","","","154","Ground water","
546 TELFER HILL RD
BARTON, VT 05822","802-525-1126","BARTON","Orleans"
"BARTON WATER SYSTEM","","","","950","Surface water","
112 MUNICIPAL LANE
BARTON, VT 05822","802-535-4598","BARTON","Orleans"
"BASIN HARBOR CLUB","","","","470","Surface water","
4800 BASIN HARBOR ROAD
VERGENNES, VT 05491","802-475-2311","FERRISBURG","Addison"
"BATTENKILL MANSION","","","","44","Ground water","
PO BOX 468
MANCHESTER VILLAGE, VT 05254","802-362-2500","MANCHESTER","Bennington"
"BATTLEGROUND CONDOMINIUM","","","","166","Ground water","
4604 BATTLEGROUND #3
WAITSFIELD, VT 05673","802-496-2167","FAYSTON","Washington"
"BAY STORE","","","","500","Ground water","
PO BOX 671
ST ALBANS, VT 05478","802-527-0116","ST. ALBANS TOWN","Franklin"
"BAYSIDE PAVILION","","","","78","Ground water","
PO BOX 31
ST ALBANS BAY, VT 05481","802-524-0909","ST. ALBANS TOWN","Franklin"
"BD PRESS INC","","","","72","Ground water","MALONE PROPERTIES INC
338 RIVER ST UNIT 7
MONTPELIER, VT 05602","802-223-9954","GEORGIA","Franklin"
"BEAR CREEK CONDOMINIUM","","","","116","Ground water","STRATTON PROPERTY MANAGEMENT
5 VILLAGE LODGE RD
STRATTON MTN, VT 05155","802-297-4170","JAMAICA","Windham"
"BEAR MOUNTAIN","","","","290","Ground water","KILLINGTON / PICO SKI RESORT
4763 KILLINGTON RD
KILLINGTON, VT 05751","802-422-6273","KILLINGTON","Rutland"
"BEARS CROSSING WATER SYSTEM","","","","333","Ground water","
PO BOX 1339
WEST DOVER, VT 05356","802-464-5749","DOVER","Windham"
"BEEBE PLAIN WATER SYSTEM","","","","142","Ground water purchased","VILLE DE STANSTEAD
425 DUFFERIN ST
STANSTEAD, PQ J0B 3E2","819-876-7181","DERBY","Orleans"
"BEEMAN ELEMENTARY SCHOOL","","","","193","Ground water","72 MUNSIL AVE
SUITE 601
BRISTOL, VT 05443","802-453-6957","NEW HAVEN","Addison"
"BELFRY","","","","57","Ground water","
PO BOX 416
MONTGOMERY CENTER, VT 05471","802-233-0255","MONTGOMERY","Franklin"
"BELLOWS FALLS COUNTRY CLUB","","","","364","Ground water","
10 CLOVER RD
SPRINGFIELD, VT 05156","802-885-1691","ROCKINGHAM","Windham"
"BELLOWS FALLS WATER DEPT","","","","3,700","Surface water","
PO BOX 370
BELLOWS FALLS, VT 05101","802-463-3964","ROCKINGHAM","Windham"
"BELVIDERE COMMUNITY CLUB","","","","230","Ground water","
70 VT RT 118 SOUTH
BELVIDERE CTR, VT 05442","802-644-6524","BELVIDERE","Lamoille"
"BENNINGTON COLLEGE","","","","1,000","Surface water purchased","
PO BOX 41
EAST ARLINGTON, VT 05252","802-375-3622","BENNINGTON","Bennington"
"BENNINGTON EARLY CHILDHOOD CENTER","","","","74","Ground water","ABTEC INC
PO BOX 172
ARLINGTON, VT 05250","802-345-6827","BENNINGTON","Bennington"
"BENNINGTON LDS CHURCH","","","","70","Ground water","
PO BOX 544
LIVERPOOL, NY 13088","315-451-8616","BENNINGTON","Bennington"
"BENNINGTON STATE AIRPORT","","","","39","Ground water","AOT - TECHNICAL SERVICES SECTION
ONE NATIONAL LIFE DRIVE
MONTPELIER, VT 05633-5001","802-229-8740","BENNINGTON","Bennington"
"BENNINGTON WATER DEPT","","","","13,250","Surface water","
PO BOX 469
BENNINGTON, VT 05201","802-442-1037","BENNINGTON","Bennington"
"BENSON HEIGHTS","","","","40","Ground water","THE HOUSING TRUST OF RUTLAND
13 CENTER ST 2ND FLOOR
RUTLAND, VT 05701","802-775-3139","BENSON","Rutland"
"BENSON VILLAGE SCHOOL","","","","130","Ground water","
33 MECHANIC ST
FAIR HAVEN, VT 05743","802-265-4905","BENSON","Rutland"
"BERKSHIRE ELEMENTARY SCHOOL","","","","250","Ground water","BERKSHIRE TOWN SCHOOL DISTRICT
4850 WATER TOWER RD
RICHFORD, VT 05476","802-933-2290","BERKSHIRE","Franklin"
"BERLIN HEALTH  REHABILITATION CTR","","","","378","Ground water","GENESIS HEALTHCARE CENTER
98 HOSPITALITY DR
BARRE, VT 05641","802-229-0308","BERLIN","Washington"
"BERLIN MOBILE HOME PARK","","","","70","Surface water purchased","ATTN: Randy Rouleau
1083 US ROUTE 2
BERLIN, VT 05602-8245","802-223-9569","BERLIN","Washington"
"BERLIN MUNICIPAL WATER SYSTEM","","","","300","Ground water","
108 SHED ROAD
BERLIN, VT 05602","802-223-4405","BERLIN","Washington"
"BERLIN WATER CO INC","","","","139","Ground water","
96 TERRACE ST
MONTPELIER, VT 05602","802-223-5060","BERLIN","Washington"
"BEST WESTERN BENNINGTON","","","","178","Ground water","
220 NORTHSIDE DRIVE
BENNINGTON, VT 05201","","BENNINGTON","Bennington"
"BEST WESTERN HOGGE PENNY INN","","","","137","Ground water","
5 BEST WESTERN PLACE
RUTLAND, VT 05701","802-773-3200","RUTLAND TOWN","Rutland"
"BETHANY BIRCHES CAMP","","","","125","Ground water","
2610 LYNDS HILL ROAD
PLYMOUTH, VT 05056","802-672-5220","PLYMOUTH","Windsor"
"BETHEL HEALTH CENTER - ROYALTON","","","","104","Ground water","GIFFORD MEDICAL CENTER
PO BOX 2000
RANDOLPH, VT 05060","802-728-2498","ROYALTON","Windsor"
"BETHEL WATER DEPT","","","","915","Ground water","
134 SOUTH MAIN STREET
BETHEL, VT 05032","802-234-9340","BETHEL","Windsor"
"BIG BEARS LODGE","","","","136","Ground water","BIG BEARS LODGE
344 RTE 100
W DOVER, VT 05356","802-464-5591","DOVER","Windham"
"BIG PICTURE","","","","202","Ground water","
PO BOX 815
WAITSFIELD, VT 05673","802-496-8994","WAITSFIELD","Washington"
"BINDING SITE VT","","","","30","Ground water","THE BINDING SITE
3697 VERMONT ROUTE 114
BENSON, VT 05731","802-537-2827","BENSON","Rutland"
"BINGHAM MEMORIAL SCHOOL","","","","115","Ground water","
70 WARREN DRIVE
BRIDPORT, VT 05734","802-349-8869","CORNWALL","Addison"
"BIRCH HILL WATER SYSTEM","","","","45","Ground water","
100 WARREN ST
CHARLESTOWN, MA 02129","617-306-1559","STOWE","Lamoille"
"BIRCH LANDING CONDOMINIUM","","","","82","Ground water","
2 NINAS WAY
MANCHESTER, CT 06040","860-778-9904","PLYMOUTH","Windsor"
"BIRCH RIDGE INN","","","","30","Ground water","
37 BUTLER RD
KILLINGTON, VT 05751","802-422-4293","KILLINGTON","Rutland"
"BIRCHWOOD CONDOMINIUM ASSOCIATION","","","","63","Ground water","TPW MANAGEMENT
PO BOX 1051
NORWICH, VT 05055","802-698-8668","HARTFORD","Windsor"
"BIRCHWOOD PARK","","","","35","Ground water","
PO BOX 820
WAITSFIELD, VT 05673","802-279-6682","BARRE TOWN","Washington"
"BLACK MOUNTAIN PARK","","","","94","Surface water purchased","
93 MOUNTAIN HOME PARK
BRATLEBORO, VT 05301","802-579-4408","BRATTLEBORO","Windham"
"BLACK RIVER OVERLOOK","","","","66","Ground water","
PO BOX 10540
BEDFORD, NH 03110","603-641-2163","LUDLOW","Windsor"
"BLAKE HILL","","","","69","Ground water","TPW MANAGEMENT
PO BOX 1051
NORWICH, VT 05055","802-698-8668","WOODSTOCK","Windsor"
"BLAKE/RL VALLEE GEORGIA MOBIL","","","","47","Ground water","
PO BOX 192
ST ALBANS, VT 05478","802-524-8710","GEORGIA","Franklin"
"BLOCK BARN LLC","","","","48","Ground water","
522 EAST RD
TINMOUTH, VT 05773","802-446-3326","BRIDGEWATER","Windsor"
"BLOOMFIELD WATER SYSTEM","","","","50","Ground water","
BOX 4214 VT RTE 102
BRUNSWICK, VT 05905","603-922-3357","BLOOMFIELD","Essex"
"BLUE GENTIAN LODGE","","","","42","Ground water","
289 MAGIC MOUNTAIN ACCESS
LONDONDERRY, VT 05148","802-824-5908","LONDONDERRY","Windham"
