"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"1-7-10  BOWLING & ENTERTAINMENT CENTER","","","","221","Ground water","PO BOX 4683
AUGUSTA, ME 04330","207-621-1710","AUGUSTA","Kennebec"
"10TH MOUNTAIN SKI CENTER","","","","30","Ground water","PO BOX 541
FORT KENT, ME 04743","207-631-9589","FORT KENT","Aroostook"
"15 MILE STREAM LODGE & OUTFITTERS","","","","114","Ground water","3775 US ROUTE 201
WEST FORKS, ME 04985","207-663-2238","WEST FORKS PLT","Somerset"
"1ST BAPTIST CHURCH OF WALDOBORO","","","","49","Ground water","PO BOX 324
WALDOBORO, ME 04572","207-832-7659","WALDOBORO","Lincoln"
"323 NAPLES ROOSEVELT TRAIL LLC","","","","400","Ground water","323 ROOSEVELT TRAIL
NAPLES, ME 04055","207-289-0072","NAPLES","Cumberland"
"A PLACE FOR ALL SEASONS","","","","90","Ground water","112 HILLVIEW AVENUE
HOULTON, ME 04730","207-694-2457","CARIBOU","Aroostook"
"A PLACE TO EAT","","","","36","Ground water","PO BOX 174
OAKFIELD, ME 04763","207-757-7474","OAKFIELD","Aroostook"
"ABELS LOBSTER POUND","","","","301","Ground water","PO BOX 184
MOUNT DESERT, ME 04660","207-276-5057","MOUNT DESERT","Hancock"
"ABNAKI CAMPING CENTER","","","","250","Ground water","89 ABNAKI ROAD
MADISON, ME 04950","207-474-2070","MADISON","Somerset"
"ABOL BRIDGE CG & STORE & RESTAURANT","","","","192","Ground water","PO BOX 536
MILLINOCKET, ME 04462","207-447-5803","T02 R10 WELS","Piscataquis"
"ACADEMY OF LITTLE EXPLORERS","","","","60","Ground water","27 PORTLAND ROAD
BUXTON, ME 04072","207-494-7546","BUXTON","York"
"ACADIA BOWLING LANES LLC","","","","247","Ground water","25 EASTWARD LANE
ELLSWORTH, ME 04605","207-667-9228","ELLSWORTH","Hancock"
"ACADIA GATEWAY MOTEL/COTTAGES","","","","60","Ground water","329 BAR HARBOR ROAD
TRENTON, ME 04605","207-667-9458","TRENTON","Hancock"
"ACADIA GATEWAY-BUS MAINTENANCE FACILITY","","","","120","Ground water","PO BOX 914
ELLSWORTH, ME 04605","207-667-5796","TRENTON","Hancock"
"ACADIA HEALTHCARE/SWEETSER","","","","29","Ground water","PO BOX 422
268 STILLWATER AVENUE
BANGOR, ME 04401","207-973-6182","WINTERPORT","Waldo"
"ACADIA SEASHORE CAMPING & CABINS","","","","108","Ground water","2695 US ROUTE 1
SULLIVAN, ME 04664","207-422-0130","SULLIVAN","Hancock"
