"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"""71"" Mart","","","","100","Ground water","12471 - 71 Connection NE
Bemidji, MN 56601","2185863420","","Beltrami"
"""Y"" Knot Quick Stop","","","","500","Ground water","3251 Highway 71
Littlefork, MN 56653","2182834947","","Koochiching"
"""Y"" Mart","","","","500","Ground water","6854 Y Frontage Road NW
Walker, MN 56484","2185471334","","Cass"
"10-50 Club","","","","50","Ground water","8575 Sycamore Lane
Maple Grove, MN 55331","7634203606","","Hennepin"
"12 Hi Mobile Home Park","","","","300","Ground water","Omni Real Estate
11010 County Road 15
Plymouth, MN 55441","6127511881","","Wright"
"14 Lakes Craft Brewing Co.","","","","25","Ground water","36846 County Road 66
Crosslake, MN 56442","2182322178","","Crow Wing"
"1975 Filling Station & Restaurant","","","","25","Ground water","2792 Highway 75 South
Ivanhoe, MN 56258","5076941145","","Lincoln"
"2 Tall Tavern","","","","100","Ground water","33303 Sunrise Lane
Motley, MN 56466","3202672204","","Morrison"
"2 West Express","","","","90","Ground water","P.O. Box 69
Solway, MN 56678","2184673391","","Beltrami"
"20 Rifle & Pistol Club","","","","50","Ground water","PO Box 60
Owatonna, MN 55060","5074566507","","Steele"
"21st Century Bank","","","","25","Ground water","9380 Central Avenue NE
Blaine, MN 55434","7634342178","","Anoka"
"29 Pines Golf Course","","","","35","Ground water","2871 Sundberg Road
Mahtowa, MN 55707","2183893136","","Carlton"
"2Annes Lakeside RV Park","","","","25","Ground water","PO Box 40
Erskine, MN 56535","2185210688","","Polk"
"37 Acres RV and Campground","","","","25","Ground water","12924 Forest Road
Little Falls, MN 56345","3206325055","","Morrison"
"38 Outpost, Inc.","","","","25","Ground water","34322 County Road 233
Grand Rapids, MN 55744","2183270214","","Itasca"
"3B Rentals","","","","120","Ground water","516 Old Whitetail Drive NW
Wilton, MN 56601","2184442387","","Beltrami"
"3M Cottage Grove","","","","740","Ground water","10746 Innovation Road, Building 22-1
Cottage Grove, MN 55016","6514582293","","Washington"
"3rd Opinion","","","","45","Ground water","P.O. Box 607
New London, MN 56273","3203471212","","Kandiyohi"
"4 T's Resort","","","","25","Ground water","9334 - 125th Street West
Savage, MN 55378","6122100168","","Cass"
"4H Properties LLC","","","","25","Ground water","2550 University Ave W #416s
St. Paul, MN 55114","6125987632","","Wright"
"59'er Diner","","","","300","Ground water","19389 Frontage Road
Detroit Lakes, MN 56501","2188416148","","Becker"
"61 Express","","","","25","Ground water","W4890 State Road 29
Spring Valley, WI 54767","7152224748","","Goodhue"
"63 Fuel Stop","","","","25","Ground water","35 County Road 63
Grand Rapids, MN 55744","2183269230","","Itasca"
"64 Stop","","","","250","Ground water","7596 State Highway 64 SW
Motley, MN 56466","2183972412","","Cass"
"65 Holdings LLC","","","","100","Ground water","299 Coon Rapids Boulevard NW
Suite 200
Coon Rapids, MN 55433","7634868247","","Anoka"
"8's Pub & Grill","","","","50","Ground water","8's Pub and Grill
447 Southeast Sixth Street
Long Prairie, MN 56347","3207322913","","Todd"
"8th Fairway Townhomes","","","","40","Ground water","23521 Nokomis Avenue
Nisswa, MN 56468","2188515572","","Crow Wing"
"A Maze'n Farmyard","","","","100","Ground water","57649 State Highway 55
Eden Valley, MN 55329","3204536901","","Meeker"
"A-Pine Restaurant","","","","100","Ground water","33039 Old Highway 371
Pequot Lakes, MN 56472","2185688353","","Crow Wing"
"A-Z Restaurant Equipment","","","","25","Ground water","3804 Brickton Road
Princeton, MN 55371","7633894345","","Mille Lacs"
"A.H. Hermel Company","","","","75","Ground water","23099 Riverfront Drive North
Mankato, MN 56001","5073875634","","Blue Earth"
"A.J. Acres Campground, Inc.","","","","750","Ground water","PO Box 477
Clearwater, MN 55320","3205582847","","Stearns"
"ABC Arrow Building Center","","","","25","Ground water","2860 Highway 25
Watertown, MN 55388","9529552237","","Carver"
"ACTS Seventh Day Adventist Church","","","","50","Ground water","20455 187th Avenue West
Big Lake, MN 55309","7632632287","","Sherburne"
"AMG, Inc.","","","","350","Ground water","Warroad Estates
111 Cedar Court
Warroad, MN 56763","2183861326","","Roseau"
"ARC Retreat Community","","","","25","Ground water","1680 - 373rd Avenue NE
Stanchfield, MN 55080","7636893540","","Isanti"
"Aacron, Inc.","","","","40","Ground water","2705 Cheshire Lane North
Plymouth, MN 55447","7635599141","","Hennepin"
"Aamodt's Apple Farm","","","","30","Ground water","6428 Manning Avenue North
P. O. Box 295
Stillwater, MN 55082","6514393127","","Washington"
"Aardahl Lutheran Church","","","","60","Ground water","2920 Van Buren Avenue SE
Bemidji, MN 56601","2184448865","","Beltrami"
"Aaseby Court","","","","50","Ground water","P.O. Box 676
Thief River Falls, MN 56701","2186898967","","Pennington"
"Aastad Lutheran Church","","","","50","Surface water purchased","19383 County Highway 110
Fergus Falls, MN 56537","2185898548","","Otter Tail"
"Abiding Savior Evangelical Lutheran","","","","185","Ground water","12942 - 193rd Avenue NW
Elk River, MN 55330","7632419444","","Sherburne"
"Abra Auto Body and Glass","","","","35","Ground water","13819 Highway 65 NE
Ham Lake, MN 55304","7634131323","","Anoka"
"Abrahamson Nurseries","","","","25","Ground water","20021 St. Croix Trail North
Scandia, MN 55073","6514332431","","Washington"
"Abundant Life Alliance Church","","","","90","Ground water","3840 - 197th Avenue NW
Anoka, MN 55303","7637530284","","Anoka"
"Accent Homes, Inc.","","","","30","Ground water","13739 Lincoln Street NE, Suite A
Ham Lake, MN 55304","7637846013","","Anoka"
"Access Church","","","","550","Ground water","4359 - 392nd Street
PO Box 75
North Branch, MN 55056","6516747531","","Chisago"
"Ace Hardware","","","","250","Ground water","PO Box 1049
Crosslake, MN 56442","2186921230","","Crow Wing"
"Ace Trailer Sales","","","","25","Ground water","12090 Margo Avenue
Hastings, MN 55033","6514388780","","Washington"
"Acorn Acres Campground","","","","50","Ground water","34552 County Highway 4
Frazee, MN 56544","2183422009","","Otter Tail"
"Acorn Hill Resort","","","","100","Ground water","4691 Acorn Hill Lane NW
Walker, MN 56484","2185471015","","Cass"
"Acorn Lake Mobile Home Court","","","","25","Ground water","51591 West Weimer Lake Road
Frazee, MN 56544","2189945063","","Becker"
"Action Packed Paintball Games","","","","25","Ground water","8200 Old Highway 169
Jordan, MN 55352","9524926776","","Scott"
"Ada","","","","1,709","Ground water","15 East Fourth Avenue
PO Box 32
Ada, MN 56510","2187845537","Ada","Norman"
"Ada Pine Beach Resort","","","","25","Ground water","621 - 12th Avenue NW
Backus, MN 56435","2185872848","","Cass"
"Adams","","","","800","Ground water","Adams City Hall
303 West Main Street
Adams, MN 55909","5075823458","Adams","Mower"
"Adesa Minneapolis","","","","30","Ground water","18270 Territorial Road
Dayton, MN 55369","7634288777","","Hennepin"
"Adesa Minneapolis, LLC - Car Wash","","","","30","Ground water","18720 Territorial Road
Dayton, MN 55369","7634288777","","Hennepin"
"Adirondack Coffee","","","","25","Ground water","PO Box 845
Nisswa, MN 56468","2182516098","","Crow Wing"
"Adolph Store","","","","25","Ground water","4019 Canosia Road
Cloquet, MN 55720","2186249680","","St. Louis"
"Adrian","","","","1,211","Ground water","Adrian City Hall
P.O. Box 190
Adrian, MN 56110","5072279522","Adrian","Nobles"
"Adrian's Resort","","","","40","Ground water","3362 Red Oak Road NW
Baudette, MN 56623","2186341985","","Lake of the Woods"
"Adult Day Services","","","","25","Ground water","PO Box 1465
Walker, MN 56484","2185471242","","Cass"
"Adult Day Services","","","","32","Ground water","620 Carr Lake Road SE
Bemidji, MN 56601","2187511324","","Beltrami"
"Advance Disposal Services","","","","42","Ground water","4245 Highway 14 East
P.O. Box 9273
Rochester, MN 55903","5074244107","","Olmsted"
"Adventure North","","","","50","Ground water","4444 Point Landing Drive NW
Walker, MN 56484","2185471532","","Cass"
"Adventurous Christians Covenant","","","","25","Ground water","81 Bow Lake Road
Grand Marais, MN 55604","2183882286","","Cook"
"Aero Systems Engineering","","","","30","Ground water","13825 Schmidt Lake Road
Plymouth, MN 55446","6512201326","","Hennepin"
"Affordable Rental Properties","","","","25","Ground water","4105 - 150th Street NW, Suite 2
Clearwater, MN 56377","7638782654","","Wright"
"Afton Alps","","","","350","Ground water","6600 Peller Avenue
Hastings, MN 55033","6512530002","","Washington"
"Afton Apple Orchard","","","","100","Ground water","9225 St. Croix Trail South
Hastings, MN 55033","6514368292","","Washington"
"Afton City Hall","","","","25","Ground water","3033 St. Croix Trail South
PO Box 219
Afton, MN 55001","6514365090","","Washington"
"Afton City Park","","","","25","Ground water","Afton City Hall
3033 St. Croix Trail South, PO Box 219
Afton, MN 55001","6514365090","","Washington"
"Afton Marina and Yacht Club","","","","25","Ground water","16071 - 31st Street South
P.O. Box 67
Afton, MN 55001","6514361401","","Washington"
"Afton State Park","","","","25","Ground water","6959 Peller Avenue South
Hastings, MN 55033","6514365391","","Washington"
"Ag Partners","","","","25","Ground water","44704 - 110th Avenue
PO Box 315
Wanamingo, MN 55983","5078242215","","Goodhue"
"Ag Systems","","","","25","Ground water","1170 State Highway 7 East
Hutchinson, MN 55350","3203328562","","McLeod"
"AgPartners","","","","45","Ground water","1273 West Derrynane
Le Center, MN 56057","5073576868","","Le Sueur"
"AgReliant Genetics","","","","30","Ground water","63585 West Highway 10
Wadena, MN 56482","2186312954","","Otter Tail"
"Agassiz Environmental Learning Center","","","","40","Ground water","Agassiz Environmental Learning Center
PO Box 628
Fertile, MN 56540","2189453136","","Polk"
