"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"2ND PLEASANT VIEW SUBDIVISION","","","","47","Ground water","ATTN MIKE HAGEN
1913 SANDY BEACH RD
CLARION, IA 50525","515-851-2411","CLARION","Wright"
"380 BP","","","","506","Ground water","ATTN STEVE VLCKO
PO BOX 202  318 VANDERBILT ST
FAIRFAX, IA 52228","319-846-3444","WALFORD","Linn"
"61 DRIVE-IN THEATRE","","","","27","Ground water","ATTN DENNIS VOY
PO BOX 857
MAQUOKETA, IA 52060","563-212-3286","DELMAR","Clinton"
"ABSOLUTE ENERGY LLC","","","","60","Ground water","ATTN TYLER SCHWARCK
1372 STATE LINE RD
ST ANSGAR, IA 50472","641-326-2220","MONA","Mitchell"
"ACE MOBILE HOME PARK","","","","29","Ground water","ATTN JEFFREY A  SCHADL
701 CEDAR CROSS RD
DUBUQUE, IA 52003","563-583-7865","DUBUQUE","Dubuque"
"ACKLEY CREEK PARK","","","","30","Ground water","ATTN ADAM SEARS
1227 215TH ST PO BOX 495
ROCKFORD, IA 50468","641-756-3490","MARBLE ROCK","Floyd"
"ACKLEY MUNICIPAL WATER WORKS","","","","1,589","Ground water","ATTN JACK BOELMAN
408 MAIN ST
ACKLEY, IA 50601","319-830-1408","ACKLEY","Hardin"
"ACORN PARK GOLF & COUNTRY CLUB","","","","52","Ground water","ATTN MANAGER
1426 HWY 105 W
SAINT ANSGAR, IA 50472","641-713-4450","SAINT ANSGAR","Mitchell"
"ADAIR MUNICIPAL WATER SUPPLY","","","","789","Ground water","ATTN RYAN BILLHEIMER
900 STUART ST
ADAIR, IA 50002","641-742-3751","ADAIR","Adair"
"ADAIR-CASEY COMMUNITY SCHOOL","","","","350","Ground water","ATTN DAVID FARLEY
304 STUART ST
ADAIR, IA 50002","641-221-0383","ADAIR","Adair"
"ADEL MUNICIPAL WATER WORKS","","","","3,684","Ground water","ATTN WATER SUPERINTENDENT
PO BOX 248
ADEL, IA 50003","515-993-4525","ADEL","Dallas"
"AEROPLANE INN","","","","25","Ground water","ATTN GINA STUEVE
28935 HWY 183
HONEY CREEK, IA 51542","712-545-3047","HONEY CREEK","Pottawattamie"
"AG PROCESSING - REFINERY","","","","50","Ground water","ATTN COLIN PARSLEY COMPLIANCE CORD
2753 PORT NEAL CIRCLE  PO BOX 200
SERGEANT BLUFF, IA 51054","712-943-7255","SERGEANT BLUFF","Woodbury"
"AG PROCESSING - SOY PLANT","","","","110","Ground water","ATTN CLARKE LATTEN COMPLIANCE COORDINATR
2753 PORT NEAL CIRCLE  PO BOX 200
SERGEANT BLUFF, IA 51054","712-943-4282","SERGEANT BLUFF","Woodbury"
