"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"ALIAMANU","","","","6,406","Ground water purchased","ENVIRONMENTAL DIVISION
947 WRIGHT AVENUE
SCHOFIELD BARRACKS, HI 96857-5013","808-656-3107","SALT LAKE","Honolulu"
"ANAHOLA","","","","2,473","Ground water","KAUAI DEPT. OF WATER
4398 PUA LOKE STREET
LIHUE, HI 96766-5706","808-245-5403","ANAHOLA","Kauai"
"ANAHOLA FARM LOTS","","","","385","Ground water","DEPT. OF HAWAIIAN HOME LANDS
3060 EIWA STREET, ROOM 203
LIHUE, HI 96766-1886","808-274-3131","ANAHOLA FARM LOTS (DHO)","Kauai"
"ANINI","","","","174","Ground water purchased","KAUAI DEPT. OF WATER
4398 PUA LOKE STREET
LIHUE, HI 96766-5706","808-245-5403","HANALEI (DOW)","Kauai"
"BARBERS POINT","","","","5,256","Ground water","c/o HAWAII WATER SERVICE CO.
P.O. BOX 384809
WAIKOLOA, HI 96738","808-585-7901","WAIPAHU-EWA-WAIANAE","Honolulu"
"CAMP STOVER","","","","595","Ground water purchased","NAVY REGION HAWAII, REGIONAL ENV. DEPT.
850 TICONDEROGA ST., SUITE 110
JBPPH, HI 96860-5101","","WAHIAWA","Honolulu"
"CONSOLIDATED BASEYARDS","","","","90","Ground water","C/O COMM. PROPERTIES OF MAUI MNGMENT INC
1962B WELLS ST.
WAILUKU, HI 96793","","WAIKAPU","Maui"
"DILLINGHAM AIRFIELD","","","","1,800","Ground water","DEPARTMENT OF TRANSPORTATION
869 PUNCHBOWL STREET
HONOLULU, HI 96813","","MOKULEIA","Honolulu"
"DILLINGHAM RANCH","","","","100","Ground water","151 S. EL CAMINO DR.
BEVERLY HILLS, CA 90212","","WAIALUA-HALEIWA","Honolulu"
"FORT SHAFTER","","","","7,067","Ground water","ENVIRONMENTAL DIVISION
947 WRIGHT AVENUE
SCHOFIELD BARRACKS, HI 96857-5013","808-656-3107","","Honolulu"
"GAY & ROBINSON","","","","1,271","Ground water","Gay and Robinson, Inc.
P.O. Box 156
KAUMAKANI, HI 96747-0156","808-335-3133","KAUMAKANI","Kauai"
"HAENA-WAINIHA","","","","833","Ground water","KAUAI DEPT. OF WATER
4398 PUA LOKE STREET
LIHUE, HI 96766-5706","808-245-5403","HAENA-WAINIHA","Kauai"
"HAIKU TOWN WATER ASSOCIATION, INC.","","","","20","Ground water","305 EAST WAKEA AVENUE, SUITE 100
KAHULUI, HI 96732","808-877-4202","HAIKU","Maui"
"HAINA","","","","4,563","Ground water","DEPARTMENT OF WATER SUPPLY
345 KEKUANAOA STREET, SUITE 20
HILO, HI 96720","808-961-8050","HAINA","Hawaii"
"HAKALAU-WAILEA","","","","402","Ground water","DEPARTMENT OF WATER SUPPLY
345 KEKUANAOA STREET, SUITE 20
HILO, HI 96720","808-961-8050","HAKALAU-WAILEA","Hawaii"
"HALEAKALA NATIONAL PARK","","","","1,200","Ground water","HALEAKALA NATIONAL PARK
P.O. BOX 369
MAKAWAO, HI 96768","808-572-4401","KULA","Maui"
"HANA","","","","1,284","Ground water","COUNTY OF MAUI
200 SOUTH HIGH STREET, 5TH FLOOR
WAILUKU, HI 96793-2155","808-270-7834","HANA","Maui"
"HANA WATER SYSTEMS - NORTH","","","","160","Ground water","P.O. BOX 519
HANA, HI 96713","808-243-7238","KAELEKU AG PARK HANA","Maui"
"HANA WATER SYSTEMS - SOUTH","","","","816","Ground water","P.O. BOX 519
HANA, HI 96713","808-243-7238","KEOLA HANA-HOTEL DHO","Maui"
"HANALEI","","","","500","Ground water","KAUAI DEPT. OF WATER
4398 PUA LOKE STREET
LIHUE, HI 96766-5706","808-245-5403","HANALEI (DOW)","Kauai"
