"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"ACME WATER COMPANY","","","","880","Ground water","6065 N 4600 W
BEAR RIVER, UT 84301","435-279-1044","","Box Elder"
"ADELAIDE CAMPGROUND","","","","150","Ground water","115 E 900 N
RICHFIELD, UT 84701","435-896-1089","","Millard"
"ALBION BASIN CAMPGROUND","","","","90","Ground water","857 W SOUTH JORDAY PARKWAY
SOUTH JORDAN, UT 84095-8594","801-999-2103","","Salt Lake"
"ALFS INN","","","","490","Ground water","P.O BOX 8007
SANDY, UT 84092","801-414-7821","","Salt Lake"
"ALLARD RANCH WATER CO","","","","25","Ground water","PO Box 720026
SUMMIT, UT 84772","435-477-9601","","Iron"
"ALPINE CITY","","","","9,500","Ground water","5626 S 4800 W
SPANISH FORK, UT 84660","801-756-6347","","Utah"
"ALPINE COVE WATER SSD","","","","230","Ground water","13377 Alpine ?Cove Drive
ALPINE, UT 84004","801-673-7075","","Utah"
"ALTA TOWN WATER SYSTEM","","","","3,885","Ground water","PO BOX 8016
ALTA, UT 84092","385-449-1887","","Salt Lake"
"ALTON TOWN WATER SYSTEM","","","","136","Ground water","P.O Box 100781
ALTON, UT 84710-0012","435-681-2224","","Kane"
"AMALGA TOWN WATER SYSTEM","","","","495","Ground water","6590 North 2400 West
AMALGA, UT 84335","435-994-0526","","Cache"
"AMERICAN FORK CITY","","","","30,437","Ground water","106 E 750 S
LEHI, UT 84043","801-404-6129","","Utah"
"AMERICAN FORK RECREATION SITE","","","","960","Ground water","857 W SOUTH JORDAY PARKWAY
SOUTH JORDAN, UT 84095-8594","801-999-2103","","Utah"
"AMERICAN PACIFIC","","","","150","Ground water","4644 NORTH WAGON WHEEL DR
CEDAR CITY, UT 84721","435-865-5038","","Iron"
"ANDERSON COVE CAMPGROUND","","","","320","Ground water","857 W South Jordan Parkway
SOUTH JORDAN, UT 84095","801-999-2103","","Weber"
"ANDERSON MEADOW CAMPGROUND","","","","30","Ground water","115 E 900 N
RICHFIELD, UT 84701","435-896-1089","","Beaver"
"ANGELL SPRINGS SSD","","","","240","Ground water","P.O Box 461167
LEEDS, UT 84746","","","Washington"
"ANNABELLA TOWN WATER SYSTEM","","","","850","Ground water","10 S 200 W
CENTRAL VALLEY, UT 84754","435-896-6571","","Sevier"
"ANTELOPE FLAT CAMPGROUND","","","","139","Ground water","355 N VERNAL AVE
VERNAL, UT 84078","435-790-5988","","Daggett"
"ANTELOPE ISLAND - NORTH","","","","400","Ground water","78 E GREENWOOD AVE
MIDVALE, UT 84047","801-301-3586","","Davis"
"ANTELOPE ISLAND RANCH","","","","50","Ground water","78 E GREENWOOD AVE
MIDVALE, UT 84047","801-301-3586","","Davis"
"ANTIMONY TOWN WATER SYSTEM","","","","135","Ground water","PO BOX 120046
ANTIMONY, UT 84712","435-624-3285","","Garfield"
"ARCHES NATIONAL PARK HQ","","","","116","Ground water","5 Miles North Highway 191
MOAB, UT 84532","435-719-2250","","Grand"
"ARCHES NP-DEVILS GARDEN","","","","100","Ground water","5 Miles North Highway 191
MOAB, UT 84532","435-719-2250","","Grand"
"ARROWHEAD INVESTMENT INC","","","","80","Ground water","PO BOX 697
BEAVER, UT 84713","435-438-2591","","Beaver"
"ASH GROVE CEMENT COMPANY","","","","93","Ground water","PO BOX 404
MONA, UT 84645","435-857-1200","","Juab"
"ASHLEY VALLEY WATER AND SEWER ID","","","","13,500","Surface water","HC 67 BOX 8
TRIDELL, UT 84076-9705","435-545-5035","","Uintah"
"ASPEN ACRES ASSOCIATION","","","","192","Ground water","P.O Box 446
OAKLEY, UT 84055","701-425-2387","","Summit"
"ASPEN COVE ASSOCIATION","","","","320","Ground water","746 CASTLE GATE RD
HELPER, UT 84526","435-630-0719","","Carbon"
"ASPEN CREST GIRLS CAMP","","","","600","Ground water","301 S Beaumont Dr
KAYSVILLE, UT 84037","801-240-1693","","Wasatch"
"ASPEN GROVE CAMPGROUND","","","","240","Ground water","857 W SOUTH JORDAY PARKWAY
SOUTH JORDAN, UT 84095-8594","801-999-2103","","Wasatch"
"ASPEN HEART HOA","","","","90","Ground water","PO BOX 762
GUNNISON, UT 84634","435-528-7677","","Sevier"
"ASPEN HIGHLANDS SUBDIVISION","","","","100","Ground water","6442 ROCK SPARROW ST
NORTH LAS VEGAS, NV 89084","702-379-5524","","Garfield"
"ASPEN MEADOWS","","","","300","Ground water","301 S Beaumont Dr
KAYSVILLE, UT 84037","801-240-1693","","Summit"
"ASPEN MOUNTAIN WATER CO","","","","160","Ground water","1647 N 400 W
OGDEN, UT 84404","801-725-7080","","Summit"
"ASPEN RANCH","","","","65","Ground water","P.O Box 1027
C/O Legacy Outdoor Adventures
CEDAR CITY, UT 84747","435-865-3870","","Wayne"
"ASPEN VIEW-SCOFIELD MOUNTAIN HOMES","","","","200","Ground water","3447 North Redtail Way
LAYTON, UT 84040","801-821-6660","","Carbon"
"ATK PROMONTORY PLANT","","","","2,000","Ground water","847 N TREMONT
TREMONTON, UT 84337","435-863-8859","","Box Elder"
"AURORA CITY","","","","950","Ground water","PO BOX 421
AURORA, UT 84620","435-529-7643","","Sevier"
"AUSTIN SSD","","","","150","Ground water","2330 N 50 W
MONROE, UT 84754","435-979-8258","","Sevier"
"AXTELL COMMUNITY SERVICE DISTRIBUTION","","","","300","Ground water","PO BOX 21093
AXTELL, UT 84621","435-979-2154","","Sanpete"
"BACK FORTY RANCH HOUSE GRILL","","","","70","Ground water","2827 LUCKY JOHN DR
PARK CITY, UT 84060","801-560-2199","","Wasatch"
"BALLARD WATER IMPROVEMENT DISTRICT","","","","1,005","Ground water purchased","2381 East 1000 South
BALLARD, UT 84066","435-823-3392","","Uintah"
"BALSAM CAMPGROUND","","","","125","Ground water","857 W SOUTH JORDAN PARKWAY
SOUTH JORDAN, UT 84095-8591","801-625-5112","","Utah"
"BAR X MUTUAL CLASS A","","","","136","Ground water","5800 BULL MOOSE RD
KAMAS, UT 84036","","","Summit"
"BARKER RECREATION SITE","","","","30","Ground water","1789 N Wedgewood LN
CEDAR CITY, UT 84721","435-865-3700","","Garfield"
"BARN AT CEDAR MEADOW","","","","300","Ground water","202 S Ridge View Loop
CEDAR CITY, UT 84720","435-531-9138","","Iron"
"BARNES BULLETS","","","","60","Ground water","270 N 100 E
NEPHI, UT 84648","435-856-1138","","Juab"
"BATEMANS MOSIDA FARMS","","","","90","Ground water","PO Box 119
ELBERTA, UT 84626","801-420-2819","","Utah"
"BEAR LAKE OVERLOOK HIGHWAY REST STOP","","","","107","Ground water purchased","4501 S 2700 W
Box 148250
SALT LAKE CITY, UT 84114","801-702-9703","","Rich"
"BEAR LAKE REST STOP","","","","25","Ground water","4501 S 2700 W
Box 148250
SALT LAKE CITY, UT 84114","801-702-9703","","Rich"
"BEAR LAKE WATER COMPANY","","","","1,200","Ground water","PO BOX 247
GARDEN CITY, UT 84028","435-946-2919","","Rich"
"BEAR PAW LAKEVIEW RESORT","","","","80","Ground water","115 Parkview Ter
PARK CITY, UT 84098","435-676-2650","","Garfield"
"BEAR RIVER CAMPGROUND","","","","100","Ground water","857 W SOUTH JORDAY PARKWAY
SOUTH JORDAN, UT 84095-8594","801-999-2103","","Summit"
"BEAR RIVER LODGE","","","","126","Ground water","HC63 BOX 80A
EVANSTON, WY 82930","801-971-4002","","Summit"
"BEAR RIVER WCD- COLLINSTON WATER SYSTEM","","","","102","Ground water purchased","102 W FOREST ST
BRIGHAM CITY, UT 84032","435-723-7034","","Box Elder"
"BEAR RIVER WCD-BEAVER DAM","","","","176","Ground water","102 W FOREST ST
BRIGHAM CITY, UT 84032","435-723-7034","","Box Elder"
"BEAR RIVER WCD-HARPER WARD","","","","390","Ground water purchased","102 W FOREST ST
BRIGHAM CITY, UT 84032","435-723-7034","","Box Elder"
"BEAR RIVER WCD-RIVERSIDE-NORTH GARLAND","","","","1,250","Ground water purchased","102 W FOREST ST
BRIGHAM CITY, UT 84032","435-723-7034","","Box Elder"
"BEAR RIVER WCD-TREMONTON","","","","0","Ground water","102 W FOREST ST
BRIGHAM CITY, UT 84032","435-723-7034","","Box Elder"
"BEAR VALLEY RV AND CAMPGROUND","","","","130","Ground water","PO BOX 814
PANGUITCH, UT 84759","801-381-3608","","Garfield"
"BEAVER CITY WATER SYSTEM","","","","3,240","Ground water","PO BOX 534
BEAVER, UT 84713","435-310-0550","","Beaver"
"BEAVER CREEK LODGE","","","","45","Ground water","PO BOX 545
PROVIDENCE, UT 84332","435-946-3400","","Cache"
"BEAVER DAM VILLAGE SSD","","","","407","Ground water","251 E RANCHO DR
HENDERSON, NV 89015","702-564-5899","","Garfield"
"BEAVER MOUNTAIN WINTER SPORTS","","","","200","Ground water","1351 E 700 N
LOGAN, UT 84321","435-946-3610","","Cache"
"BEAVER RIDGE LDS CHURCH CAMP","","","","400","Ground water","301 S Beaumont Dr
KAYSVILLE, UT 84037","801-240-1693","","Summit"
"BEAVER VIEW CAMPGROUND","","","","51","Ground water","857 W SOUTH JORDAY PARKWAY
SOUTH JORDAN, UT 84095-8594","801-999-2103","","Summit"
"BENJAMIN PARK","","","","35","Ground water","752 E 1240 S
SPANISH FORK, UT 84660","801-851-8600","","Utah"
"BENJAMIN WARD","","","","750","Ground water","301 S Beaumont Dr
KAYSVILLE, UT 84037","801-240-1693","","Utah"
"BENNION CREEK CAMPGROUND","","","","250","Ground water","301 S Beaumont Dr
KAYSVILLE, UT 84037","801-240-1693","","Utah"
"BENSON CULINARY IMPROVEMENT DISTRICT","","","","743","Ground water","4411 W 3000 N
BENSON, UT 84335","435-881-1130","","Cache"
"BEST FRIENDS ANIMAL SOCIETY","","","","47","Ground water","190 E CENTER ST
GLENDALE, UT 84729","435-644-4447","","Kane"
"BICKNELL BOTTOMS","","","","45","Ground water purchased","1290 EAST HATCHERY RD
BICKNELL, UT 84715","435-691-4037","","Wayne"
"BICKNELL TOWN WATER SYSTEM","","","","380","Ground water","P.O Box 96
BICKNELL, UT 84715","435-691-1710","","Wayne"
"BIG COTTONWOOD PINE TREE WATER CO INC.","","","","74","Ground water","PO BOX 71467
SALT LAKE CITY, UT 84171","801-518-8326","","Salt Lake"
"BIG FLAT GUARD STATION","","","","25","Ground water","115 E 900 N
RICHFIELD, UT 84701","435-896-1089","","Beaver"
"BIG MOUNTAIN CAMPGROUND","","","","1,200","Ground water purchased","PO Box 309
NEPHI, UT 84648","435-623-0811","","Juab"
"BIG PLAINS SW SSD - APPLE VALLEY","","","","450","Ground water","1878 CARTLAND DR
APPLE VALLEY, UT 84737","435-632-8358","","Washington"
"BIG PLAINS SW SSD - CANAAN RANCH","","","","56","Ground water","1878 CARTLAND DR
APPLE VALLEY, UT 84737","435-632-8358","","Washington"
"BIG PLAINS SW SSD - CEDAR POINT","","","","232","Ground water","1878 CARTLAND DR
APPLE VALLEY, UT 84737","435-632-8358","","Washington"
"BILLY BETHERS WATER SUPPLY","","","","86","Ground water","PO BOX 519
HEBER CITY, UT 84032","435-654-9233","","Wasatch"
"BIRCH SPRING WATER CORP","","","","90","Ground water","1096 E NORTHERN HILLS DR
BOUNTIFUL, UT 84010","801-295-3330","","Salt Lake"
"BLANDING CITY","","","","3,760","Surface water","939 N 100 W
BLANDING, UT 84511","435-678-2791","","San Juan"
"BLUE MOUNTAIN RANCH RECREATION","","","","200","Ground water","301 S Beaumont Dr
KAYSVILLE, UT 84037","801-240-1693","","San Juan"
"BLUE SKY RANCH AND RESORT","","","","170","Ground water","147 S 400 W
HEBER CITY, UT 84032","435-901-8478","","Summit"
"BLUE SPRUCE CAMPGROUND","","","","30","Ground water","1789 N Wedgewood LN
CEDAR CITY, UT 84721","435-865-3700","","Garfield"
"BLUFF WATER WORKS SERVICE DISTRICT","","","","430","Ground water","PO Box
BLUFF, UT 84512","435-555-5555","","San Juan"
"BLUFFDALE WATER SYSTEM","","","","15,400","Surface water purchased","2222 WEST 14400 SOUTH
BLUFFDALE, UT 84065","801-849-9430","","Salt Lake"
"BLUFFS CAMPGROUND","","","","200","Ground water","857 W South Jordan Parkway
SOUTH JORDAN, UT 84095","801-999-2103","","Weber"
"BONA VISTA WATER DISTRICT","","","","28,000","Surface water purchased","2505 N 3550 W
PLAIN CITY, UT 84404","801-621-0474","","Weber"
"BOTHWELL TOWN WATER SYSTEM","","","","360","Ground water","11865 N 10800 W
TREMONTON, UT 84337","435-494-2475","","Box Elder"
"BOULDER FARMSTEAD WATER CO","","","","277","Ground water","PO BOX 1356
BOULDER, UT 84716","435-335-7444","","Garfield"
"BOULDER MOUNTAIN LODGE","","","","30","Ground water","P. O  Box 1397
BOULDER, UT 84716","","","Garfield"
"BOUNDARY SPRING WATER CO","","","","150","Ground water","PO BOX 9045
SALT LAKE CITY, UT 84109","801-557-5666","","Salt Lake"
"BOUNTIFUL CITY WATER SYSTEM","","","","37,500","Surface water","1484 N 100 W
WEST BOUNTIFUL, UT 84087","801-298-6180","","Davis"
"BOWERY HAVEN RESORT","","","","125","Ground water purchased","PO BOX 21060
AXTELL, UT 84621","435-896-7310","","Sevier"
"BOX ELDER CAMPGROUND","","","","312","Ground water purchased","857 W SOUTH JORDAY PARKWAY
SOUTH JORDAN, UT 84095-8594","801-999-2103","","Box Elder"
"BOYER HILL MILITARY HOUSING","","","","3,300","Surface water purchased","4114 B Charleston Loop
HILL AFB, UT 84056","801-456-1280","","Davis"
"BRADFORD ACRES WATER ASSOCIATION","","","","41","Ground water","1150 E 8692 S
SPANISH FORK, UT 84660","801-592-8402","","Utah"
"BRIAN HEAD TOWN WATER SYSTEM","","","","84","Ground water","PO BOX 851
PAROWAN, UT 84761","435-677-2029","","Iron"
"BRICKERHAVEN SUBDIVISION","","","","150","Ground water","PO BOX 2254
449 N 300 W
PROVO, UT 84603","801-427-5747","","Utah"
"BRIDGE HOLLOW CAMPGROUND","","","","25","Ground water","170 S 500 E
VERNAL, UT 84078","435-781-2773","","Daggett"
"BRIDGE HOLLOW WATER ASSOCIATION","","","","60","Ground water","600 BRIDGE HOLLOW DR
WANSHIP, UT 84017","435-336-0712","","Summit"
"BRIDGER LAKE CAMPGROUNDS","","","","65","Ground water","857 W SOUTH JORDAY PARKWAY
SOUTH JORDAN, UT 84095-8594","801-999-2103","","Summit"
