"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"133 ESTATES","","","","60","Ground water","PO BOX 632
ARLINGTON, NE 68002","402-881-5624","BLAIR","Washington"
"1733 ESTATES ASSOCIATES","","","","90","Ground water","6805 W HWY 30
KEARNEY, NE 68845","308-236-9989","KEARNEY","Buffalo"
"7 MILE MINI MART","","","","300","Ground water","105 B 41ST RD
COLUMBUS, NE 68601","402-527-5490","COLUMBUS","Butler"
"ABIE, VILLAGE OF","","","","65","Ground water","318 MAPLE ST
ABIE, NE 68001-5001","402-720-5416","ABIE","Butler"
"ACKLEY VALLEY WATER SYSTEM","","","","25","Ground water","193 HAYTHORN DR
ARTHUR, NE 69121","308-355-4000","ARTHUR","Keith"
"ADAMS CO DIST 90","","","","588","Ground water","ADAMS CENTRAL PUBLIC SCHOOLS
1090 S ADAMS CENTRAL AVE
HASTINGS, NE 68901","402-463-3285","HASTINGS","Adams"
"ADAMS LAND & CATTLE LLC-SOUTH LOT","","","","115","Ground water","ACCOUNTS PAYABLE
PO BOX 485
BROKEN BOW, NE 68822","308-872-6494","BROKEN BOW","Custer"
"ADAMS, VILLAGE OF","","","","572","Ground water","730 MAIN ST
PO BOX 41
ADAMS, NE 68301-0041","402-988-2269","ADAMS","Gage"
"ADM ANIMAL NUTRITION","","","","34","Ground water","2174 E 59TH AVE
COLUMBUS, NE 68601","402-564-3155","COLUMBUS","Platte"
"ADMIRALS COVE","","","","25","Ground water","999 LEMOYNE RD
PO BOX 238
LEMOYNE, NE 69146","308-355-2102","LEMOYNE","Keith"
"AEP (AMERICAN ELECTRIC POWER)","","","","25","Ground water","5552 PERKINS RD
ALLIANCE, NE 69301","308-762-6476","ALLIANCE","Box Butte"
"AGATE FOSSIL BEDS","","","","55","Ground water","301 RIVER RD
HARRISON, NE 69346","308-436-9790","GERING","Sioux"
"AGRIGENETICS INC","","","","49","Ground water","1117 RECHARGE RD
YORK, NE 68467","402-366-7496","YORK","York"
"AINSWORTH MUNICIPAL GOLF COURSE","","","","125","Ground water","PO BOX 252
AINSWORTH, NE 69210","402-387-0437","AINSWORTH","Brown"
"AINSWORTH, CITY OF","","","","1,728","Ground water","606 E 4TH ST
PO BOX 165
AINSWORTH, NE 69210","402-387-2494","AINSWORTH","Brown"
"AKAL TRAVEL CENTER","","","","593","Ground water","915 RD S
WACO, NE 68460","402-366-4507","WACO","York"
"AKSARBEN AQUARIUM - NG & PC","","","","25","Ground water","21502 W HWY 31
GRETNA, NE 68028","402-332-3901","GRETNA","Sarpy"
"ALBEE'S SUBDIVISION 3","","","","65","Ground water","95 ALBEES 3
LEWELLEN, NE 69147","308-355-4686","LEWELLEN","Keith"
"ALBION COUNTRY CLUB","","","","75","Ground water","PO BOX 86
ALBION, NE 68620","402-395-2493","ALBION","Boone"
"ALBION, CITY OF","","","","1,650","Ground water","420 W MARKET ST
ALBION, NE 68620","402-395-2428","ALBION","Boone"
"ALDA GIT N SPLIT #33","","","","25","Ground water","PO BOX 81463
LINCOLN, NE 68501","402-475-1101","WOOD RIVER","Hall"
"ALDA, VILLAGE OF","","","","652","Ground water purchased","PO BOX 100
ALDA, NE 68810","308-385-5575","ALDA","Hall"
"ALEXANDRIA SRA - NG & PC","","","","25","Ground water","57426  710TH RD
FAIRBURY, NE 68352","402-729-5777","FAIRBURY","Jefferson"
"ALEXANDRIA, VILLAGE OF","","","","176","Ground water","313 HARBINE ST
PO BOX 65
ALEXANDRIA, NE 68303","402-768-8656","ALEXANDRIA","Thayer"
"ALL METALS MARKET","","","","53","Ground water","1225 CO RD Y
FREMONT, NE 68025","402-719-0433","FREMONT","Saunders"
"ALLEN, VILLAGE OF","","","","397","Ground water","PO BOX 99
ALLEN, NE 68710-0099","402-635-2444","ALLEN","Dixon"
"ALLENS OF HASTINGS","","","","25","Ground water purchased","1115 W 2ND ST
PO BOX 987
HASTINGS, NE 68902-0987","402-463-5633","HASTINGS","Adams"
"ALLIANCE AIRPORT","","","","55","Ground water","PO BOX D
ALLIANCE, NE 69301","308-762-5400","ALLIANCE","Box Butte"
"ALLIANCE COUNTRY CLUB","","","","50","Ground water","2472 CO RD 62
PO BOX 623
ALLIANCE, NE 69301","308-762-4766","ALLIANCE","Box Butte"
"ALLIANCE, CITY OF","","","","8,500","Ground water","PO BOX D
ALLIANCE, NE 69301","308-762-5400","ALLIANCE","Box Butte"
"ALMA, CITY OF","","","","1,133","Ground water","614 MAIN ST
PO BOX 468
ALMA, NE 68920-0468","308-928-2242","ALMA","Harlan"
"ALTEN MEAD","","","","70","Ground water purchased","1344 COUNTY RD 10
MEAD, NE 68041","402-624-2000","MEAD","Saunders"
"ALVO, VILLAGE OF","","","","142","Ground water","C/O VILLAGE OF ALVO
PO BOX 408
EAGLE, NE 68347","402-781-9201","ALVO","Cass"
"AMHERST, VILLAGE OF","","","","295","Ground water","PO BOX 94
AMHERST, NE 68812","308-440-9694","AMHERST","Buffalo"
"ANSELMO, VILLAGE OF","","","","145","Ground water","101 N DORR
PO BOX 68
ANSELMO, NE 68813-0068","308-643-7098","ANSELMO","Custer"
"ANSLEY, VILLAGE OF","","","","450","Ground water","217 NILE ST
PO BOX 307
ANSLEY, NE 68814","308-880-0592","ANSLEY","Custer"
