"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"ABIQUIU DAM","","","","100","Ground water","
PO Box 290
ABIQUIU, NM 87510","505-685-4371","ABIQUIU","Rio Arriba"
"ABIQUIU ELEMENTARY SCHOOL","","","","125","Ground water","
405 Hunter Street
ESPANOLA, NM 87532","505-469-9224","ABIQUIU","Rio Arriba"
"ABIQUIU INN","","","","191","Ground water","
215 W. 18th St STE 22
KANSAS CITY, MO 64108","816-210-5838","ABIQUIU","Rio Arriba"
"ABIQUIU MDWCA","","","","420","Ground water","
PO Box 133
ABIQUIU, NM 87510","505-685-4361","ABIQUIU","Rio Arriba"
"ABO RUINS SALINAS PUEBLO MISSIONS","","","","30","Ground water","
PO Box 517
MOUNTAINAIR, NM 87036","505-847-2585","MOUNTAINAIR","Torrance"
"ABUELITA'S","","","","400","Ground water","
6083 Isleta Blvd. SW
ALBUQUERQUE, NM 87105","505-877-5700","ALBUQUERQUE","Bernalillo"
"ACOMITA REST AREA","","","","2,501","Ground water","
PO Box 2159
MILAN, NM 87021","505-285-3285","GRANTS","Cibola"
"ADELINO HEADSTART SCHOOL","","","","150","Ground water","
2747 State Hwy #47
LOS LUNAS, NM 87031","505-864-6700","TOME","Valencia"
"ADMIRAL BEVERAGE CORPORATION","","","","140","Ground water","
748 West Palms
LAS CRUCES, NM 88007","575-640-2559","LAS CRUCES","Dona Ana"
"AGUA FRIA WATER ASSOCIATION","","","","611","Ground water","
PO Box 4966
SANTA FE, NM 87502","505-490-2128","SANTA FE","Santa Fe"
"AGUA NEGRA MDWCA","","","","242","Ground water","
PO Box 193
HOLMAN, NM 87723","575-387-5185","HOLMAN","Mora"
"AGUA PIEDRA CAMP GROUND USFS CARSON","","","","124","Ground water","
208 Cruz Alta
TAOS, NM 87571","575-758-6310","","Taos"
"AGUA PURA MDWCA","","","","357","Ground water","
P.O. Box 163
CHACON, NM 87713","505-690-2653","CHACON","Mora"
"AGUA SANA WUA","","","","1,514","Ground water","
P.O. Box 123
HERNANDEZ, NM 87537","505-927-5091","HERNANDEZ","Rio Arriba"
"AGUIRRE SPRINGS-BLM","","","","25","Ground water","
1800 Marques St.
LAS CRUCES, NM 88005","575-525-4300","LAS CRUCES","Dona Ana"
"ALAMEDA ACRES MHP","","","","285","Ground water","
230 THREE CROSSES AVE Space 58
LAS CRUCES, NM 88005","575-523-0282","LAS CRUCES","Dona Ana"
"ALAMO HEIGHTS WUA","","","","50","Ground water","
19 MCDONNELL DRIVE
ALAMOGORDO, NM 88310","575-437-6529","ALAMOGORDO","Otero"
"ALAMOGORDO DOMESTIC WATER SYSTEM","","","","35,629","Surface water","
42 VALLEY VIEW DR
LA LUZ, NM 88337","575-437-5991","ALAMOGORDO","Otero"
"ALBUQUERQUE NORTH KOA","","","","80","Ground water","
PO Box 192
GREEN VALLEY, AZ 85622","970-903-8962","BERNALILLO","Sandoval"
"ALBUQUERQUE WATER SYSTEM","http://www.abcwua.org/content/view/446/689/","","","659,736","Surface water","
PO Box 568
ALBUQUERQUE, NM 87103","505-289-3434","ALBUQUERQUE","Bernalillo"
"ALCALDE MDWCA","","","","904","Ground water","
PO BOX 727
ALCALDE, NM 87511","505-929-1196","ALCALDE","Rio Arriba"
"ALGODONES WUA","","","","411","Ground water","
PO BOX 618
ALGODONES, NM 87001","505-379-4133","ALGODONES","Sandoval"
"ALLSUPS 130","","","","350","Ground water","
607 N MAIN
ROSWELL, NM 88201","575-420-1399","HONDO","Lincoln"
"ALLSUPS 137","","","","395","Ground water","2112 THORNTON
PO BOX 1907
CLOVIS, NM 88102","575-769-2311","","Valencia"
"ALLSUPS 165","","","","450","Ground water","2112 THORNTON
PO BOX 1907
CLOVIS, NM 88102","575-769-2311","","Valencia"
"ALLSUPS 45","","","","250","Ground water","
PO BOX 1907
CLOVIS, NM 88102","575-791-8183","CLOVIS","Curry"
"ALMA STORE AND GRILL","","","","25","Ground water","
HC61 BOX 169
GLENWOOD, NM 88039","575-539-2640","","Catron"
"ALONG THE RIVER RV CAMP","","","","120","Ground water","
HC 71 BOX 1201
CAPITAN, NM 88316","575-669-4444","NOGAL","Lincoln"
"ALPINE VILLAGE W AND SD","","","","294","Ground water","
PO BOX 1217
RUIDOSO, NM 88355","575-808-0898","RUIDOSO","Lincoln"
"ALTAMONTE LITTLE LEAGUE","","","","25","Ground water","
111 Union Square SE, Ste 100
ALBUQUERQUE, NM 87102","505-314-0319","ALBUQUERQUE","Bernalillo"
"ALTO DE LAS FLORES MDWCA","","","","800","Ground water","
PO BOX 2646
ANTHONY, NM 88021","575-621-0724","SAN MIGUEL","Dona Ana"
"ALTO LAKES WATER AND SANITATION DISTRICT","","","","3,585","Ground water","
PO DRAWER 750
ALTO, NM 88312","575-336-4333","ALTO","Lincoln"
"ALTO MOUNTAIN VILLAGE","","","","172","Ground water","
PO BOX 59
ALTO, NM 88312","575-336-9900","ALTO","Lincoln"
"ALTO NORTH WATER COOP","","","","200","Ground water","
PO BOX 373
ALTO, NM 88312","575-430-4082","ALTO","Lincoln"
"AMALIA  COSTILLA SENIOR CITIZENS CENTER","","","","30","Ground water","
601 Lovato Place
TOAS, NM 87571","575-758-4091","COSTILLA","Taos"
"AMERICAN GYPSUM COMPANY (BERNALILLO PLAN","","","","100","Ground water","
P.O. Box 90820
BERNALILLO, NM 87199-0820","843-359-2036","BERNALILLO","Sandoval"
"AMERICAN GYPSUM COMPANY ABQ PLANT","","","","150","Ground water","
P.O. Box 90820
BERNALILLO, NM 87199-0820","843-359-2036","ALBUQUERQUE","Bernalillo"
"AMERICAN RV PARK","","","","125","Ground water","
13500 Central Ave. SW
ALBUQUERQUE, NM 87121","505-831-3545","ALBUQUERQUE","Bernalillo"
"AMIZETTE INN","","","","28","Ground water","
PO Box 756
TAOS SKI VALLEY, NM 87525","575-776-2451","TAOS SKI VALLEY","Taos"
"ANANSI CHARTER SCHOOL","","","","95","Ground water","
P.O. Box 1709
EL PRADO, NM 87529","575-776-2256","EL PRADO","Taos"
"ANASAZI TRAILS WATER CO-OP","https://eidea.nmenv.state.nm.us/DWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1945&tinwsys_st_code=NM&wsnumber=NM3501523","https://eidea.nmenv.state.nm.us/DWW/JSP/WaterSystemDetail.jsp?tinwsys_is_number=1945&tinwsys_st_code=NM&wsnumber=NM3501523","","400","Ground water","
PO BOX 157
PLACITAS, NM 87043","505-867-7461","PLACITAS","Sandoval"
"ANCONES MDWWCA","","","","60","Ground water","
PO BOX 745
LA MADERA, NM 87510","505-423-5702","LA MADERA","Rio Arriba"
"ANGEL FIRE SERVICES - VILLAGE OF ANGEL F","","","","6,045","Ground water","PO Box 489
PO Box 610
ANGEL FIRE, NM 87710","575-377-3232","ANGEL FIRE","Colfax"
"ANGEL NEST APARTMENTS","","","","60","Ground water","
PO BOX 2082
ANGEL FIRE, NM 87710","575-377-6157","ANGEL FIRE","Colfax"
"ANIMAS SCHOOL SYSTEM","","","","230","Ground water","
PO BOX 85
ANIMAS, NM 88020","575-548-2299","ANIMAS","Hidalgo"
"ANTHONY COUNTRY CLUB","","","","60","Ground water","
2100 W OHARA RD
ANTHONY, NM 88021","915-630-1657","ANTHONY","Dona Ana"
"ANTHONY W&SD","","","","10,965","Ground water","
PO Box 1751
ANTHONY, NM 88021","575-882-3922","ANTHONY","Dona Ana"
"ANTON CHICO REST AREA  EAST BOUND","","","","450","Ground water","
P.O. Box 10
LAS VEGAS, NM 87701","505-617-5700","SANTA ROSA","Guadalupe"
"ANTON CHICO REST AREA  WEST BOUND","","","","450","Ground water","
P.O. Box 10
LAS VEGAS, NM 87701","505-617-5700","SANTA ROSA","Guadalupe"
"APODACA MDWCA","","","","129","Ground water","
PO Box 204
DIXON, NM 87527","505-579-4304","DIXON","Rio Arriba"
"APPLE BLOSSOM AND WHITE ANGEL MESA WUA","","","","46","Ground water","
PO BOX 1074
RUIDOSO DOWNS, NM 88346","575-315-6065","RUIDOSO DOWNS","Lincoln"
"APPLE ORCHARD MDWCA","","","","460","Surface water purchased","
P.O. Box 1607
BLOOMFIELD, NM 84413","505-608-9508","BLOOMFIELD","San Juan"
"APPLE TREE RV PARK","","","","150","Ground water","
PO BOX 1320
RUIDOSO DOWNS, NM 88346","575-378-4995","RUIDOSO DOWNS","Lincoln"
"ARAGON MDWCA","","","","33","Ground water","
HC 62, BOX 757
ARAGON, NM 87820","575-533-6436","ARAGON","Catron"
"ARDOVINOS DESERT CROSSING","","","","25","Ground water","
1 ARDOVINO DRIVE
SUNLAND PARK, NM 88063","575-589-0653","SUNLAND PARK","Dona Ana"
"ARENAS VALLEY MDWCA","","","","1,146","Ground water purchased","
41-A KIRKLAND RD
SILVER CITY, NM 88061","575-538-3782","ARENAS VALLEY","Grant"
"ARROYO SECO MDWCA","","","","444","Ground water","
P.O. Box 3901
TAOS, NM 87571","575-770-6722","ARROYO SECO","Taos"
"ARROYO SECO TEEN CENTER","","","","50","Ground water","
424 NM Highway 599 Frontage Road
SANTA FE, NM 87507","505-992-9835","SANTA FE","Santa Fe"
"ARROYOS DEL NORTE ELEMENTARY SCHOOL","","","","350","Ground water","
310 Camino De La Placita
TAOS, NM 87571","575-758-5245","ARROYO SECO","Taos"
"ARTESIA MUNICIPAL WATER SYSTEM","http://www.artesianm.com/ArtesiaMuni%20CCR.pdf","http://www.artesianm.com","","12,699","Ground water","
612 N. ROSELAWN
ARTESIA, NM 88210","575-746-9821","ARTESIA","Eddy"
"ARTESIA RURAL WATER COOPERATIVE","","","","1,941","Ground water","
101 W CASTLEBERRY ROAD
ARTESIA, NM 88210","575-748-2771","ARTESIA","Eddy"
"ARTISAN CENTER OF CORRALES","","","","25","Ground water","
PO Box 2106
CORRALES, NM 87048","505-897-1036","CORRALES","Sandoval"
"ASI LA MAR TRAILER PARK","","","","61","Ground water","
6301 Jaramillo Lane
SANTA FE, NM 87501","505-670-5173","SANTA FE","Santa Fe"
"ASPENDALE CAMP","","","","150","Ground water","
PO BOX 287
CLOUDCROFT, NM 88317","575-682-2605","ALAMOGORDO","Otero"
"AUSTING HAUS","","","","60","Ground water","
PO Box 92251
ALBUQUERQUE, NM 87199","505-328-9124","TAOS SKI VALLEY","Taos"
"AZTEC DOMESTIC WATER SYSTEM","","","","5,960","Surface water","
201 W. Chaco
AZTEC, NM 87410","505-334-8684","AZTEC","San Juan"
"BAKERS MOBILE HOME PARK","","","","160","Ground water","
4301 Blake Rd. SW, Sp #63
ALBUQUERQUE, NM 87121","505-877-6707","ALBUQUERQUE","Bernalillo"
"BARCELONA MOBILE HOME PARK","","","","429","Ground water","
9219 Black Farm Ln NW
ALBUQUERQUE, NM 87114-5967","505-897-3466","ALBUQUERQUE","Bernalillo"
"BARRANCO MDWCA","","","","97","Ground water","
P.O. Box 123
ABIQUIU, NM 87510","505-685-4454","ABIQUIU","Rio Arriba"
"BASKIN ROBBINS TAOS","","","","100","Ground water","
26 Lavender Lane
RANCHO DE TAOS, NM 87557","575-758-0031","TAOS","Taos"
"BATTLESHIP PICNIC GROUND USFS SNF","","","","200","Ground water","
11 Forest Lane
SANTA FE, NM 87508","505-438-5361","JEMEZ SPRINGS","Sandoval"
