"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"11 MILE SRA COYOTE RIDGE","","","","25","Ground water","4229 CR 92
LAKE GEORGE, CO 80827","719-748-8106","","Park"
"11 MILE SRA HOWBERT POINT","","","","25","Ground water","4229 CR 92
LAKE GEORGE, CO 80827","719-748-8106","","Park"
"11 MILE SRA LAZY BOY","","","","25","Ground water","4229 CR 92
LAKE GEORGE, CO 80827","719-748-8106","","Park"
"11 MILE SRA N SHORE PRESSURE","","","","155","Ground water","4229 CR 92
LAKE GEORGE, CO 80827","719-748-3401","","Park"
"11 MILE SRA STOLL MTN","","","","25","Ground water","4229 CR 92
LAKE GEORGE, CO 80827","719-748-8106","","Park"
"1859 RESTAURANT AT SEVEN FALLS","","","","170","Groundwater under influence of surface water","750 EL POMAR RD
COLORADO SPRINGS, CO 80906","719-491-7216","","El Paso"
"285 BUSINESS PARK","","","","46","Ground water","19356 GODDARD RANCH CT
MORRISON, CO 80465","303-697-0225","","Jefferson"
"4 EAGLE RANCH","","","","470","Surface water","
PO BOX 70
WOLCOTT, CO 81655","970-926-3372","","Eagle"
"4 WAY RANCH MD 1","","","","144","Ground water","545 E PIKES PEAK AVE STE 300
COLORADO SPRINGS, CO 80903","719-227-0072","","El Paso"
"96 PIPELINE CO INC","","","","285","Ground water purchased","
PO BOX 32
ORDWAY, CO 81063","719-469-4437","","Crowley"
"A 1 DISCOUNT WC","","","","250","Surface water purchased","
PO BOX 19262
BOULDER, CO 80308","918-671-9242","","Boulder"
"A AND B WA INC","","","","100","Ground water","
PO BOX 61
HOLLY, CO 81047","719-688-9465","","Prowers"
"A PAINTED VIEW RANCH","","","","31","Ground water","514 FLEETWOOD ST
SILVER CLIFF, CO 81252","719-371-1771","","Custer"
"ABBEY OF ST WALBURGA","","","","62","Ground water","425 JOHN DEERE DR STE 5
FORT COLLINS, CO 80524","970-494-1610","","Larimer"
"ACADEMY WSD","","","","750","Ground water","1755 SPRING VALLEY DR
COLORADO SPRINGS, CO 80921","719-481-0711","","El Paso"
"ADAMS COUNTY PARKS","","","","868","Ground water","9755 HENDERSON RD
BRIGHTON, CO 80601","720-785-3376","","Adams"
"ADRIANAS MEXICAN RESTAURANT","","","","66","Ground water","589 S HWY 83
FRANKTOWN, CO 80116","303-663-7800","","Douglas"
"ADVANTAGE TREATMENT CTR","","","","165","Ground water","
PO BOX 328
STERLING, CO 80751","970-522-7383","","Logan"
"ADVENIR FRENCH QUARTER","","","","500","Surface water purchased","14017 HAWKNEST BAY DR
CORPUS CHRISTI, TX 78218","303-513-2560","DENVER","Denver"
"ADVENTURE UNLIMITED RANCHES","","","","321","Ground water","
PO BOX 2036
BUENA VISTA, CO 81211","719-966-2110","","Chaffee"
"AEI BASE CAMP","","","","70","Ground water","2 ILLINOIS CR 742
ALMONT, CO 81210","970-641-4708","","Gunnison"
"AGAPE OUTPOST BAPTIST CHAPEL","","","","34","Ground water","
PO BOX 1423
BRECKENRIDGE, CO 80424","970-344-0930","","Summit"
"AGATE WA","","","","140","Ground water","
PO BOX 43
AGATE, CO 80101","719-764-2803","","Elbert"
"AGUILAR TOWN OF"," http://aguilarco.com","","","496","Groundwater under influence of surface water","
PO BOX 538
AGUILAR, CO 81020","719-941-4360","","Las Animas"
"AKRON TOWN OF","","","","2,379","Groundwater under influence of surface water","
PO BOX P
AKRON, CO 80720","970-345-2624","","Washington"
"ALAMEDA WSD","","","","2,480","Surface water purchased","359 S HARLAN ST
LAKEWOOD, CO 80226","303-936-5313","","Jefferson"
"ALAMOSA CITY OF","","","","9,590","Ground water","
PO BOX 419
ALAMOSA, CO 81101","719-589-6631","","Alamosa"
"ALDASORO RANCH HOC","","","","73","Ground water","307 SOCIETY DR UNIT C
TELLURIDE, CO 81435","970-729-2355","","San Miguel"
"ALEXANDER LAKE LODGE","","","","58","Ground water","
PO BOX 900
CEDAREDGE, CO 81413","970-856-2539","","Delta"
"ALLENSPARK WSD","","","","340","Surface water","
PO BOX 194
ALLENSPARK, CO 80510-0037","303-747-2715","","Boulder"
"ALMA TOWN OF","","","","450","Surface water","
PO BOX 1050
ALMA, CO 80420","719-836-2712","","Park"
"ALMONT CG","","","","25","Ground water","2250 S MAIN ST
DELTA, CO 81416","970-874-6635","","Gunnison"
"ALMONT RESORT","","","","116","Ground water","
PO BOX 306
ALMONT, CO 81210","970-641-4009","","Gunnison"
"ALPENSEE WD","","","","84","Ground water","425 JOHN DEERE DR STE 5
FORT COLLINS, CO 80524","970-494-1610","","Summit"
"ALPINE ACCENTS","","","","37","Ground water","176900 US HWY 160
SOUTH FORK, CO 81154","719-588-7453","","Mineral"
"ALPINE BROOK WS","","","","100","Surface water","
PO BOX 394
ALLENSPARK, CO 80510","303-747-2066","","Boulder"
"ALPINE LAKES RANCH WC","","","","194","Surface water purchased","
PO BOX 3220
PAGOSA SPRINGS, CO 81147","970-264-0606","","Archuleta"
"ALPINE LODGE DINNER REST AND CBN","","","","82","Ground water","6848 CR 140
WESTCLIFFE, CO 81252","719-783-2660","","Custer"
"ALPINE MOUNTAIN RANCH MD","","","","25","Groundwater under influence of surface water","2621 HONEYSUCKLE LN
STEAMBOAT SPRINGS, CO 80487","970-879-2424","","Routt"
"ALPINE TRAILS RV PARK","","","","84","Ground water","664 ASPEN DRIVE
SOUTH FORK, CO 81154","719-873-0261","","Rio Grande"
"ALPINE VILLAGE MHP","","","","80","Ground water","8321 S SANGRE DE CRISTO RD STE 300
LITTLETON, CO 80127","720-316-7298","","Teller"
"ALTA CONVENIENCE NO 6104","","","","906","Ground water","4643 S ULSTER ST STE 350
DENVER, CO 80237","303-693-9331","","Douglas"
"ALTA CONVENIENCE NO 6152","","","","1,000","Ground water","46343 S ULSTER ST STE 350
DENVER, CO 80237","720-670-0049","","Jefferson"
"ALVARADO CG   4122","","","","53","Groundwater under influence of surface water","
PO BOX 125
LAVETA CO, CO 81055","719-742-3681","","Custer"
