"Water System Name","CCR Website","Water System Website","Water System Alias","Population Served","Source Type","System Address","Contact Phone","Cities Served","Counties Served"
"3 DREAMERS RV PARK LLC","","","","78","Ground water","
54000 E HIGHWAY 60
SALOME, AZ 85348","520-859-4145","VICKSBURG","La Paz"
"303 DWID","","","","75","Ground water","
PO BOX 1427
ST JOHNS, AZ 85936","928-245-1692","ADAMANA","Navajo"
"3C GUEST RANCH WATER SYSTEM","","","","36","Ground water","
PO BOX 1898
ORACLE, AZ 85623","520-404-0994","ORACLE","Pinal"
"4 SEASONS RV PARK","","","","70","Ground water","
3275 E HIGHWAY 91
LITTLEFIELD, AZ 86442","928-347-5591","LITTLEFIELD","Mohave"
"67 AVE PROPERTY OWNERS ASSOCIATION","","","","40","Ground water","ATT CAROL WESTFALL
3631 S 69TH AVE
PHOENIX, AZ 85043","602-620-0812","PHOENIX","Maricopa"
"88 SHADES RV PARK","","","","488","Ground water","
PO BOX 1888
QUARTZSITE, AZ 85346","360-587-4464","QUARTZSITE","La Paz"
"89 ER TRAILER PARK","","","","50","Ground water","
4185 N HIGHWAY 89
PRESCOTT, AZ 86301","928-778-0585","PRESCOTT","Yavapai"
"A PETERSEN WATER COMPANY","","","","105","Ground water","
PO BOX 946
EAGAR, AZ 85925","928-537-8739","SNOWFLAKE","Navajo"
"AA RV CAMPGROUND","","","","50","Ground water","
PO BOX 18760
TUCSON, AZ 85731","520-546-8000","RILLITO","Pima"
"ABRA WATER COMPANY","","","","1,536","Ground water","ATTN KEVAN LARSON
PO BOX 515
PAULDEN, AZ 86334-0515","928-713-2788","PAULDEN","Yavapai"
"AC'S TRUCK STOP","","","","110","Ground water","
7726 E OAKWOOD CIR
TUCSON, AZ 85750","520-400-3457","NOGALES","Santa Cruz"
"ACCELERATED LEARNING CENTER","","","","200","Ground water","
5245 N CAMINO DE OESTE
TUCSON, AZ 85745","520-743-2417","TUCSON","Pima"
"ACME WATER - BLUE HILLS","","","","138","Ground water","
PO BOX 10039
PHOENIX, AZ 85064","602-570-4557","COTTONWOOD","Yavapai"
"ACME WATER - THUNDERBIRD MEADOWS","","","","305","Ground water purchased","
PO BOX 10039
PHOENIX, AZ 85064","602-570-4557","WILHOIT","Yavapai"
"ACME WATER - YAVAPAI ESTATES","","","","243","Ground water","
PO BOX 10039
PHOENIX, AZ 85064","602-570-4557","CHINO VALLEY","Yavapai"
"ADAMAN MUTUAL WATER COMPANY","","","","700","Ground water","
16251 W GLENDALE AVE
LITCHFIELD PARK, AZ 85340","623-935-2837","ADAMAN","Maricopa"
"ADJC ADOBE MOUNTAIN SCHOOL","","","","500","Ground water","Adobe Mountain School Maintenance Dept.
2800 West Pinnacle Peak
PHOENIX, AZ 85027","623-869-9050","PHOENIX","Maricopa"
"ADOC ASPC FORT GRANT","","","","800","Ground water","
896 S COOK RD
SAFFORD, AZ 85546-7526","928-428-4698","BONITA","Graham"
"ADOC EYMAN UNIT","","","","5,100","Ground water","ATTN Michael Landry
1645 W JEFFERSON
PHOENIX, AZ 85007","602-542-5225","FLORENCE","Pinal"
"ADOC FLORENCE ASP","","","","4,000","Ground water","
787 N MAIN ST
COOLIDGE, AZ 85228","520-299-1548","FLORENCE","Pinal"
"ADOC TUCSON","","","","4,500","Ground water","
10000 S WILMOT RD
TUCSON, AZ 85734","520-574-0024","TUCSON","Pima"
"ADOT AIRPORT GRAND CANYON","","","","2,210","Ground water purchased","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","TUSAYAN","Coconino"
"ADOT BOUSE WASH REST AREA","","","","1,026","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","VICKSBURG","La Paz"
"ADOT BURNT WELLS REST AREA","","","","2,500","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","HARQUAHALA VALLEY","Maricopa"
"ADOT EHRENBERG POE","","","","100","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","EHRENBERG","La Paz"
"ADOT EHRENBERG REST AREA","","","","2,500","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","EHRENBERG","La Paz"
"ADOT HASSAYAMPA RIVER","","","","100","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","HASSAYAMPA","Maricopa"
"ADOT HAVILAND REST AREA","","","","1,000","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","YUCCA","Mohave"
"ADOT LITTLE ANTELOPE","","","","44","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","MUNDS PARK","Coconino"
"ADOT MCGUIREVILLE REST AREA","","","","2,000","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","CORDES JUNCTION","Yavapai"
"ADOT METEOR CRATER REST AREA","","","","1,500","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","METEOR CRATER","Coconino"
"ADOT MOHAWK RA","","","","900","Ground water","
1655 W JACKSON ST MS125F
PHOENIX, AZ 85007","602-712-8198","MOHAWK","Yuma"
"ADOT OAK CREEK RIM M/S - OVERLOOK VISTA","","","","1,000","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","OAK CREEK CANYON","Coconino"
"ADOT PAINTED CLIFFS REST AREA","","","","735","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","LUPTON","Apache"
"ADOT SAN SIMON PORT OF ENTRY","","","","175","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","SAN SIMON","Cochise"
"ADOT SAN SIMON REST AREA","","","","2,500","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","SAN SIMON","Cochise"
"ADOT SANDERS PORT OF ENTRY","","","","258","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","SANDERS","Apache"
"ADOT SENTINEL REST AREA C21","","","","200","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","SENTINEL","Maricopa"
"ADOT SONOITA REST AREA","","","","100","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","SONOITA","Santa Cruz"
"ADOT SUNSET POINT REST AREA","","","","2,658","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","SUNSET POINT","Yavapai"
"ADOT TEXAS CANYON REST AREA","","","","1,135","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","TEXAS CANYON","Cochise"
"ADOT WIKIEUP MC","","","","35","Ground water","MS125F
1655 W JACKSON
PHOENIX, AZ 85007","602-712-8263","WIKIEUP","Mohave"
"AGUILA ELEMENTARY SCHOOL","","","","200","Ground water","
PO BOX 218
AGUILA, AZ 85320","928-685-2222","AGUILA","Maricopa"
"AGUILA FIRE SERVICE","","","","25","Ground water","
51315 RAY ST
AGUILA, AZ 85320","520-685-2349","AGUILA","Maricopa"
"AGUILA WATER SERVICE","","","","962","Ground water","
PO BOX 1086
SUN CITY, AZ 85372-1086","602-942-1352","AGUILA","Maricopa"
"AJO DWID","","","","405","Ground water purchased","
PO BOX 604
AJO, AZ 85321","520-387-7641","AJO","Pima"
"AJO IMPROVEMENT COMPANY","","","","1,600","Ground water","
PO DRAWER 9
AJO, AZ 85321","520-387-2016","AJO","Pima"
"ALCO CENTER","","","","100","Ground water","ATTN FLAVIA FRATTALI
16400 PACIFIC COAST HWY, STE 207
HUNTINGTON BEACH, CA 92649","602-636-1166","CHINO VALLEY","Yavapai"
"ALISO SPRINGS PROPERTY OWNER ASSOC INC","","","","56","Ground water","
PO BOX 4034
TUBAC, AZ 85646","520-724-6549","TUBAC","Santa Cruz"
"ALMA RANCHETTES","","","","100","Ground water","ATTN: DEBBIE CANNON
798 W KINGBIRD
CHANDLER, AZ 85286","","CHANDLER","Maricopa"
"ALPINE DWID","","","","985","Ground water","ATTN: SHAWNA METZGER
PO BOX 595
ALPINE, AZ 85920","928-339-4631","ALPINE","Apache"
